,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
730,730,730,730,730,6347,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_10_11_14.jpg,NA (prediction),0.00028598543999999997,0.9669042999999999,0.88569313,NA15UCDtemporalgyri _4G8/0/10/11.jpg,"[1179, 699, 256, 256]",consensus_of_2,0,0,1,0,0,0
731,731,731,731,731,1740,phase1/blobs/cw17-34/cw17-34_23_31_11.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/23/31.jpg,[774 699 256 256],None (label),1,0,0,0,0,0
732,732,732,732,732,1932,cw18-48/cw18-48_26_36_34.jpg,NA (prediction),8.1771e-06,0.16546908,0.9996039000000001,cw18-48/0/26/36.jpg,"[0, 983, 256, 256]",UG1,0,0,1,1,0,0
733,733,733,733,733,1751,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_8_2_9.jpg,NA (prediction),0.9491987,0.9986873,0.0016348882,40-3_UTSW_temporal_6E10/0/8/2.jpg,"[1280, 105, 256, 256]",UG1,1,0,0,0,0,0
734,734,734,734,734,991,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_5_33_12.jpg,NA (prediction),0.9138244000000001,0.64048463,8.560421600000002e-07,NA15UCDtemporalgyri _4G8/0/5/33.jpg,"[375, 1183, 256, 256]",UG1,0,1,0,0,0,0
735,735,735,735,735,76,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_26_92.jpg,NA (prediction),0.9825126000000001,0.23109248,1.7310815e-05,NA28UCDtemporalgyri _4G8/0/11/26.jpg,"[1131, 846, 256, 256]",UG1,1,1,0,0,0,0
736,736,736,736,736,2108,phase1/blobs/cw18-10/cw18-10_17_38_21.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw18-10/0/17/38.jpg,[1162  797  256  256],None (label),1,0,0,0,0,0
737,737,737,737,737,571,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_2_17_23.jpg,NA (prediction),0.99958473,0.7534357,2.0194567000000002e-07,NA23UCDtemporalgyri _4G8/0/2/17.jpg,"[332, 0, 256, 256]",UG1,1,0,0,0,0,0
738,738,738,738,738,4559,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_11_9_30.jpg,NA (prediction),0.86763424,0.80600053,1.3445301999999999e-05,NA27UCDtemporalgyri _4G8/0/11/9.jpg,"[1148, 1280, 256, 256]",consensus_of_2,1,1,0,0,0,0
739,739,739,739,739,4831,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_21_61.jpg,NA (prediction),0.35141674,0.99968314,9.3701834e-05,NA28UCDtemporalgyri _4G8/0/11/21.jpg,"[0, 1064, 256, 256]",consensus_of_2,0,1,0,0,0,0
740,740,740,740,740,5150,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_25.jpg,NA (prediction),0.00022229465,0.8200163,0.9999979999999999,8-3_UTSW_temporal_6E10/0/7/25.jpg,"[495, 562, 256, 256]",consensus_of_2,0,0,1,0,0,0
741,741,741,741,741,1626,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_7_3_21.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/7/3.jpg,[1092 1003  256  256],None (label),1,0,0,0,0,0
742,742,742,742,742,3933,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_58.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/3/19.jpg,[1231  283  256  256],None (label),0,0,1,0,0,0
743,743,743,743,743,976,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_25_58.jpg,NA (prediction),0.23459871,0.9960853999999999,6.465408e-05,NA28UCDtemporalgyri _4G8/0/10/25.jpg,"[449, 841, 256, 256]",UG1,1,0,0,0,0,0
744,744,744,744,744,195,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_19_4_10.jpg,NA (prediction),0.9501004999999999,0.7375396,0.0011803567,17-3_UTSW_temporal_6E10/0/19/4.jpg,"[263, 672, 256, 256]",UG1,0,1,0,0,0,0
745,745,745,745,745,29,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_16_13_20.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/16/13.jpg,[1101  696  256  256],None (label),0,0,1,0,0,0
746,746,746,746,746,291,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_9_20_30.jpg,NA (prediction),0.9059759000000001,0.47298592,0.0024350365,40-3_UTSW_temporal_6E10/0/9/20.jpg,"[886, 1202, 256, 256]",UG1,1,0,0,0,0,0
747,747,747,747,747,1809,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_3_19_1.jpg,NA (prediction),0.9024753000000001,0.9338780000000001,0.0012065011999999999,40-3_UTSW_temporal_6E10/0/3/19.jpg,"[718, 0, 256, 256]",UG1,1,1,0,0,0,0
748,748,748,748,748,2960,phase1/blobs/cw17-41/cw17-41_23_28_33.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[679 800 256 256],None (label),1,0,0,0,0,0
749,749,749,749,749,4245,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_25_26_13.jpg,NA (prediction),0.9820046999999998,0.36491558,0.0011102521,NA27UCDtemporalgyri _4G8/0/25/26.jpg,"[0, 467, 256, 256]",consensus_of_2,0,1,0,0,0,0
750,750,750,750,750,1803,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_14_18_10.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/14/18.jpg,[666 418 256 256],None (label),0,1,0,0,0,0
751,751,751,751,751,3289,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_8_5_3.jpg,NA (prediction),0.18033065,0.98659015,0.00031833322,17-3_UTSW_temporal_6E10/0/8/5.jpg,"[480, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
752,752,752,752,752,1780,phase1/blobs/cw17-11/cw17-11_18_31_8.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw17-11/0/18/31.jpg,[650 185 256 256],None (label),0,1,0,0,0,0
753,753,753,753,753,1000,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_22_6.jpg,NA (prediction),0.68350506,0.99808586,0.070695244,NA37UCDtemporalgyri _4G8/0/14/22.jpg,"[23, 1252, 256, 256]",UG1,1,1,0,0,0,0
754,754,754,754,754,3350,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_6_30_22.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/6/30.jpg,[602 917 256 256],None (label),1,0,0,0,0,0
755,755,755,755,755,1011,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_11_21.jpg,NA (prediction),0.86407083,0.97064114,0.033438683,40-3_UTSW_temporal_6E10/0/10/11.jpg,"[0, 379, 256, 256]",UG1,1,0,0,0,0,1
756,756,756,756,756,3024,phase1/blobs/cw18-18/cw18-18_23_27_28.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-18/0/23/27.jpg,[220 848 256 256],None (label),1,0,0,0,0,0
757,757,757,757,757,4673,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_19_34.jpg,NA (prediction),0.026021278,0.9994443999999999,0.0008401361,NA37UCDtemporalgyri _4G8/0/12/19.jpg,"[120, 1140, 256, 256]",consensus_of_2,0,1,0,0,0,0
758,758,758,758,758,5896,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_12_0.jpg,NA (prediction),0.0035538902,0.00036189903,0.9880705,NA15UCDtemporalgyri _4G8/0/2/12.jpg,"[917, 95, 256, 256]",consensus_of_2,0,0,1,0,0,0
759,759,759,759,759,705,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_25_21.jpg,NA (prediction),0.98861736,0.29143578,0.0014009719,17-3_UTSW_temporal_6E10/0/9/25.jpg,"[1074, 781, 256, 256]",UG1,1,1,0,0,0,0
760,760,760,760,760,108,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_22_4_0.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/22/4.jpg,[351   0 256 256],None (label),0,0,1,0,0,0
761,761,761,761,761,845,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_25_43.jpg,NA (prediction),0.5760739,0.9850788,0.00393629,NA37UCDtemporalgyri _4G8/0/15/25.jpg,"[111, 1280, 256, 256]",UG1,0,1,0,0,0,0
762,762,762,762,762,3834,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_10_14_5.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/10/14.jpg,[1009  567  256  256],None (label),0,0,1,0,0,0
763,763,763,763,763,3014,phase1/blobs/cw18-10/cw18-10_8_18_29.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-10/0/8/18.jpg,[1131 1046  256  256],None (label),1,0,0,0,0,0
764,764,764,764,764,5305,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_13_4.jpg,NA (prediction),1.267727e-05,0.0008222652,0.9999745999999999,NA15UCDtemporalgyri _4G8/0/12/13.jpg,"[26, 166, 256, 256]",consensus_of_2,0,0,1,0,0,0
765,765,765,765,765,1892,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_5_48.jpg,NA (prediction),0.99975103,0.009758763,3.776804e-06,NA28UCDtemporalgyri _4G8/0/16/5.jpg,"[355, 703, 256, 256]",UG1,1,0,0,0,0,0
766,766,766,766,766,332,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_21_28.jpg,NA (prediction),0.47482425,0.99555606,3.897844e-05,NA28UCDtemporalgyri _4G8/0/12/21.jpg,"[456, 408, 256, 256]",UG1,0,1,0,0,0,0
767,767,767,767,767,2310,phase1/blobs/cw17-41/cw17-41_20_33_62.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-41/0/20/33.jpg,[ 114 1026  256  256],None (label),0,1,0,0,0,0
768,768,768,768,768,1488,phase1/blobs/cw17-41/cw17-41_2_26_4.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw17-41/0/2/26.jpg,[992   0 256 256],None (label),0,0,1,0,0,0
769,769,769,769,769,2150,phase1/blobs/cw17-11/cw17-11_22_30_2.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw17-11/0/22/30.jpg,[508 357 256 256],None (label),1,0,0,0,0,0
770,770,770,770,770,5324,cw15-29/cw15-29_7_39_1.jpg,NA (prediction),0.00013063445,0.0010924153,0.9831376000000001,cw15-29/0/7/39.jpg,"[309, 0, 256, 256]",consensus_of_2,0,0,0,0,0,1
771,771,771,771,771,5431,cw15-29/cw15-29_13_28_10.jpg,NA (prediction),0.00039131817,0.00033030572,0.9997444999999999,cw15-29/0/13/28.jpg,"[1280, 476, 256, 256]",consensus_of_2,0,0,1,0,0,0
772,772,772,772,772,6118,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_2_5.jpg,NA (prediction),0.0002315018,0.0053151743,0.987015,NA28UCDtemporalgyri _4G8/0/16/2.jpg,"[1097, 525, 256, 256]",consensus_of_2,0,0,1,0,0,0
773,773,773,773,773,1681,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_6_23.jpg,NA (prediction),0.03196909,0.9754345999999999,0.00713711,17-3_UTSW_temporal_6E10/0/15/6.jpg,"[843, 442, 256, 256]",UG1,0,1,0,0,0,0
774,774,774,774,774,1910,cw16-36/cw16-36_10_7_9.jpg,NA (prediction),0.0017931807000000001,0.0002983385,0.9702261000000001,cw16-36/0/10/7.jpg,"[479, 1062, 256, 256]",UG1,0,0,0,1,0,0
775,775,775,775,775,2114,cw15-12/cw15-12_5_29_24.jpg,NA (prediction),0.0006670051400000001,0.042068277,0.9475582,cw15-12/0/5/29.jpg,"[1272, 219, 256, 256]",UG1,0,0,0,1,0,0
776,776,776,776,776,3037,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_1_17_13.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/1/17.jpg,[985 554 256 256],None (label),1,0,0,0,0,0
777,777,777,777,777,960,phase1/blobs/cw17-34/cw17-34_3_25_24.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-34/0/3/25.jpg,[456 327 256 256],None (label),1,0,0,0,0,0
778,778,778,778,778,4030,phase1/blobs/cw18-2/cw18-2_4_2_58.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/4/2.jpg,[1280 1280  256  256],None (label),0,0,1,0,0,0
779,779,779,779,779,1136,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_5_17.jpg,NA (prediction),0.00849219,0.97004974,0.13357313,NA28UCDtemporalgyri _4G8/0/15/5.jpg,"[0, 862, 256, 256]",UG1,0,1,0,0,0,0
780,780,780,780,780,5876,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_15_34.jpg,NA (prediction),0.014605771000000004,0.6274921999999999,0.9807370999999999,NA28UCDtemporalgyri _4G8/0/16/15.jpg,"[1245, 52, 256, 256]",consensus_of_2,0,1,0,0,0,1
781,781,781,781,781,5958,cw13-0/cw13-0_6_0_29.jpg,NA (prediction),0.005239565,0.081275456,0.66125834,cw13-0/0/6/0.jpg,"[225, 359, 256, 256]",consensus_of_2,0,0,0,1,0,0
782,782,782,782,782,4074,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_25_24.jpg,NA (prediction),0.9954626,0.9993747,2.3054805000000002e-05,NA28UCDtemporalgyri _4G8/0/12/25.jpg,"[697, 307, 256, 256]",consensus_of_2,1,1,0,0,0,0
783,783,783,783,783,265,phase1/blobs/cw17-34/cw17-34_16_22_52.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/16/22.jpg,[1280  895  256  256],None (label),1,0,0,0,0,0
784,784,784,784,784,1123,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_23_9_32.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/23/9.jpg,[1168  541  256  256],None (label),0,0,1,0,0,0
785,785,785,785,785,6211,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_21_29.jpg,NA (prediction),0.11847018,0.048129495,0.9951003,8-3_UTSW_temporal_6E10/0/6/21.jpg,"[626, 1280, 256, 256]",consensus_of_2,0,0,0,0,0,1
786,786,786,786,786,5621,cw15-12/cw15-12_27_41_2.jpg,NA (prediction),0.00012044216399999999,1.5576782e-06,0.99707425,cw15-12/0/27/41.jpg,"[1249, 194, 256, 256]",consensus_of_2,0,0,1,0,0,0
787,787,787,787,787,2300,cw13-0/cw13-0_1_26_25.jpg,NA (prediction),0.0011172275,0.00026505714,0.9748744,cw13-0/0/1/26.jpg,"[417, 366, 256, 256]",UG1,0,0,0,1,0,0
788,788,788,788,788,4336,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_9_17_1.jpg,NA (prediction),0.90238035,0.9983203000000002,8.8871864e-05,40-3_UTSW_temporal_6E10/0/9/17.jpg,"[845, 0, 256, 256]",consensus_of_2,1,1,0,0,0,0
789,789,789,789,789,4419,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_33_13.jpg,NA (prediction),0.9010125,0.9398690000000001,0.00045242192999999997,NA28UCDtemporalgyri _4G8/0/25/33.jpg,"[0, 1174, 256, 256]",consensus_of_2,1,0,0,0,0,0
790,790,790,790,790,5375,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_31_45.jpg,NA (prediction),0.10885414,5.606246e-05,0.9999306,NA28UCDtemporalgyri _4G8/0/21/31.jpg,"[822, 385, 256, 256]",consensus_of_2,0,0,1,0,0,0
791,791,791,791,791,6256,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_3_32.jpg,NA (prediction),0.005115865,0.84923375,0.9633955,NA37UCDtemporalgyri _4G8/0/8/3.jpg,"[151, 610, 256, 256]",consensus_of_2,0,1,0,0,0,0
792,792,792,792,792,4622,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_21_26_0.jpg,NA (prediction),0.99640757,0.28867167,2.1954810000000006e-05,NA23UCDtemporalgyri _4G8/0/21/26.jpg,"[262, 0, 256, 256]",consensus_of_2,1,0,0,0,0,0
793,793,793,793,793,1660,phase1/blobs/cw17-32/cw17-32_17_31_52.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/17/31.jpg,[878  65 256 256],None (label),1,0,0,0,0,0
794,794,794,794,794,474,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_31_10.jpg,NA (prediction),0.92938566,0.9922833000000001,0.0005047421,NA28UCDtemporalgyri _4G8/0/10/31.jpg,"[196, 175, 256, 256]",UG1,1,1,0,0,0,0
795,795,795,795,795,306,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_19_1_3.jpg,NA (prediction),0.90274686,0.99628615,0.003698856,17-3_UTSW_temporal_6E10/0/19/1.jpg,"[303, 0, 256, 256]",UG1,1,1,0,0,0,0
796,796,796,796,796,983,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_24_17.jpg,NA (prediction),0.6921195,0.97472066,0.012652172,40-3_UTSW_temporal_6E10/0/13/24.jpg,"[0, 261, 256, 256]",UG1,1,1,0,0,0,0
797,797,797,797,797,3303,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_9_7.jpg,NA (prediction),0.94274956,0.7075918000000001,0.000328161,NA28UCDtemporalgyri _4G8/0/20/9.jpg,"[57, 0, 256, 256]",consensus_of_2,1,0,0,0,0,0
798,798,798,798,798,293,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_18_24_20.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/18/24.jpg,[ 165 1008  256  256],None (label),1,0,0,0,0,0
799,799,799,799,799,2052,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_13.jpg,NA (prediction),0.0004458221,0.013938228,0.9989766999999999,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[85, 501, 256, 256]",UG1,0,0,1,0,0,0
800,800,800,800,800,5045,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_33_12.jpg,NA (prediction),0.54172444,0.84537065,0.7731716,NA23UCDtemporalgyri _4G8/0/14/33.jpg,"[0, 732, 256, 256]",consensus_of_2,0,0,1,0,0,0
801,801,801,801,801,765,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_14_29_7.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/14/29.jpg,[  0 259 256 256],None (label),1,0,0,0,0,0
802,802,802,802,802,1921,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_5_4_10.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/5/4.jpg,[297  42 256 256],None (label),0,1,0,0,0,0
803,803,803,803,803,2396,cw15-12/cw15-12_0_12_67.jpg,NA (prediction),0.0027265432,0.0007384915400000001,0.9989273999999999,cw15-12/0/0/12.jpg,"[1280, 1251, 256, 256]",UG1,0,0,0,1,0,0
804,804,804,804,804,427,phase1/blobs/cw17-3/cw17-3_11_4_13.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/11/4.jpg,[  0 549 256 256],None (label),1,0,0,0,0,0
805,805,805,805,805,2406,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_2_18_5.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/2/18.jpg,[1057 1280  256  256],None (label),0,1,0,0,0,0
806,806,806,806,806,1057,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_4_10.jpg,NA (prediction),0.9075129000000001,0.8317385,1.0778542e-05,NA15UCDtemporalgyri _4G8/0/12/4.jpg,"[456, 401, 256, 256]",UG1,1,1,0,0,0,0
807,807,807,807,807,576,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_5_4_10.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/5/4.jpg,[297  42 256 256],None (label),0,1,0,0,0,0
808,808,808,808,808,439,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_68.jpg,NA (prediction),0.99749774,0.20848684,8.061928e-06,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[0, 403, 256, 256]",UG1,1,0,0,0,0,0
809,809,809,809,809,1489,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_7_11.jpg,NA (prediction),0.84465706,0.9561466999999999,0.00027205162999999996,NA37UCDtemporalgyri _4G8/0/6/7.jpg,"[1246, 285, 256, 256]",UG1,0,1,0,0,0,0
810,810,810,810,810,357,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_3_23.jpg,NA (prediction),0.029377663999999998,0.9986927,0.00018029546000000005,NA28UCDtemporalgyri _4G8/0/14/3.jpg,"[780, 359, 256, 256]",UG1,0,1,0,0,0,0
811,811,811,811,811,2107,phase1/blobs/cw17-41/cw17-41_11_2_16.jpg,consensus_of_2,2.0,5.0,0.0,phase1/10x_tiles/cw17-41/0/11/2.jpg,[ 157 1083  256  256],None (label),0,1,0,0,0,0
812,812,812,812,812,1494,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_14_25_46.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/14/25.jpg,[ 84 730 256 256],None (label),0,0,1,0,0,0
813,813,813,813,813,1180,phase1/blobs/cw17-3/cw17-3_2_22_60.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[344 842 256 256],None (label),0,0,1,0,0,0
814,814,814,814,814,2012,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_7_31_63.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/7/31.jpg,[1163  623  256  256],None (label),1,0,0,0,0,0
815,815,815,815,815,14,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_11_18_7.jpg,UG1,0.0,1.0,1.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/11/18.jpg,[  0   0 256 256],None (label),1,0,0,0,0,0
816,816,816,816,816,2705,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_1_16_2.jpg,NA (prediction),0.07758707,0.010179777,0.92306113,NA23UCDtemporalgyri _4G8/0/1/16.jpg,"[454, 1207, 256, 256]",UG1,0,0,1,0,0,0
817,817,817,817,817,1466,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_9_51.jpg,NA (prediction),0.9835007,0.86668366,9.554846e-06,NA28UCDtemporalgyri _4G8/0/15/9.jpg,"[1280, 1231, 256, 256]",UG1,1,1,0,0,0,0
818,818,818,818,818,2886,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_24_12.jpg,NA (prediction),0.0015880197,0.019382378000000002,0.99930894,NA28UCDtemporalgyri _4G8/0/7/24.jpg,"[833, 410, 256, 256]",UG1,0,0,1,0,0,0
819,819,819,819,819,2188,cw15-12/cw15-12_4_24_20.jpg,NA (prediction),0.024141772000000002,0.0053665936,0.7725139,cw15-12/0/4/24.jpg,"[629, 114, 256, 256]",UG1,0,0,0,1,0,0
820,820,820,820,820,5136,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_18_31_38.jpg,NA (prediction),0.0037034082,1.0267801e-05,0.9914187,NA23UCDtemporalgyri _4G8/0/18/31.jpg,"[637, 1000, 256, 256]",consensus_of_2,0,0,1,0,0,0
821,821,821,821,821,952,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_9_12_11.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/9/12.jpg,[486 862 256 256],None (label),0,1,0,0,0,0
822,822,822,822,822,5222,cw13-0/cw13-0_15_21_0.jpg,NA (prediction),0.0015896934,0.04073366,0.98657006,cw13-0/0/15/21.jpg,"[663, 0, 256, 256]",consensus_of_2,0,0,0,1,0,0
823,823,823,823,823,3053,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_2_28_7.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/2/28.jpg,[ 607 1120  256  256],None (label),1,0,0,0,0,0
824,824,824,824,824,1316,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_26_73.jpg,NA (prediction),0.46923226,0.99356234,0.11415812,NA28UCDtemporalgyri _4G8/0/11/26.jpg,"[0, 1027, 256, 256]",UG1,0,1,0,0,0,0
825,825,825,825,825,2984,phase1/blobs/cw18-18/cw18-18_10_11_32.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-18/0/10/11.jpg,[ 133 1200  256  256],None (label),1,0,0,0,0,0
826,826,826,826,826,2592,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_31.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1024  495  256  256],None (label),0,0,1,0,0,0
827,827,827,827,827,5306,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_13_5.jpg,NA (prediction),1.1841847e-06,0.020799331,1.0,NA15UCDtemporalgyri _4G8/0/12/13.jpg,"[0, 233, 256, 256]",consensus_of_2,0,0,1,0,0,0
828,828,828,828,828,2637,cw15-12/cw15-12_20_28_10.jpg,NA (prediction),0.00048289273,0.00013383246999999998,0.99972874,cw15-12/0/20/28.jpg,"[0, 821, 256, 256]",UG1,0,0,0,1,0,0
829,829,829,829,829,2583,cw15-29/cw15-29_14_5_13.jpg,NA (prediction),0.000520424,0.0004335759,0.99999213,cw15-29/0/14/5.jpg,"[1136, 431, 256, 256]",UG1,0,0,1,0,0,1
830,830,830,830,830,4416,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_13_23_52.jpg,NA (prediction),0.89419883,0.9987802,3.4509827e-05,NA37UCDtemporalgyri _4G8/0/13/23.jpg,"[1214, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
