,tilename,username,cored,diffuse,CAA,10xfields,coords,rot,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
557,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_19_33_28.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/19/33.jpg,[1280 1280  256  256],0,None (label),0,1,0,0,0,0
558,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_27_0.jpg,NA (prediction),0.5038478,0.9967931,0.10479066,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/23/27.jpg,[368 0 256 256],0,NP4,0,1,0,0,0,0
559,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_25_3.jpg,NA (prediction),0.99618465,0.3512982,0.005345978299999999,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/7/25.jpg,[1000 115 256 256],0,consensus_of_2,0,0,1,0,1,0
560,phase1/blobs/cw18-2/cw18-2_12_15_17.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/cw18-2/0/12/15.jpg,[ 476 1280  256  256],180,None (label),0,0,1,0,1,0
561,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_18_41.jpg,NA (prediction),0.62536466,0.98752916,0.0011221612,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/4/18.jpg,[1200 567 256 256],0,consensus_of_2,0,1,0,0,1,0
562,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_29_0.jpg,NA (prediction),0.046970118,0.09804033,0.358924,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/8/29.jpg,[1157 0 256 256],0,consensus_of_2,0,0,1,0,1,0
563,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_10.jpg,NA (prediction),0.9780588,0.93968946,3.375046e-09,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/13/29.jpg,[1008 0 256 256],0,NP4,0,0,0,1,0,0
564,phase1/blobs/cw18-33/cw18-33_7_27_9.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/7/27.jpg,[1058  160  256  256],90,None (label),0,1,0,0,1,0
565,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_19_20_40.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/19/20.jpg,[1216 1280  256  256],180,None (label),0,0,1,0,1,0
566,phase1/blobs/cw16-4/cw16-4_19_16_0.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw16-4/0/19/16.jpg,[244   0 256 256],90,None (label),0,1,0,0,0,0
567,phase1/blobs/cw15-29/cw15-29_26_17_31.jpg,NA (prediction),0.004957833,0.00795643,0.90060925,phase1/10x_tiles/cw15-29/0/26/17.jpg,[386 587 256 256],0,NP4,0,0,0,1,0,0
568,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_24_28_16.jpg,NA (prediction),0.32581797,0.9970464,1.22726915e-05,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/24/28.jpg,[510 1100 256 256],0,NP4,0,0,1,0,0,0
569,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_8_57.jpg,NA (prediction),0.941967,0.9544809,0.00023060871,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/6/8.jpg,[41 1220 256 256],0,consensus_of_2,0,1,0,0,0,0
570,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_4_21_23.jpg,NA (prediction),0.99759763,0.7167415,7.776009000000001e-06,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/4/21.jpg,[802 767 256 256],0,consensus_of_2,0,1,0,0,0,0
571,phase1/blobs/cw17-11/cw17-11_12_23_2.jpg,NP4,0.0,1.0,1.0,phase1/10x_tiles/cw17-11/0/12/23.jpg,[1126  103  256  256],180,None (label),0,1,1,0,1,0
572,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_21_2.jpg,NA (prediction),0.00040215254,0.99990475,0.9979825,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/9/21.jpg,[143 0 256 256],0,NP4,0,1,0,0,0,0
573,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_19_53.jpg,NA (prediction),0.97940046,0.99695086,5.161903e-06,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/8/19.jpg,[1280 423 256 256],0,consensus_of_2,0,0,0,1,0,0
574,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_23_5.jpg,NA (prediction),0.96343255,0.99966156,0.0002207888,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/13/23.jpg,[1280 37 256 256],0,NP4,0,1,0,0,1,0
575,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_18_29.jpg,NA (prediction),0.0037660415,0.790169,0.99904174,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/8/18.jpg,[1276 902 256 256],0,NP4,0,1,0,0,1,0
576,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_20_20_48.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/20/20.jpg,[1059  778  256  256],0,None (label),1,0,0,0,0,0
577,phase1/blobs/cw13-0/cw13-0_23_14_2.jpg,NA (prediction),0.0018466022,0.0048927227,0.8582695,phase1/10x_tiles/cw13-0/0/23/14.jpg,[1166 367 256 256],0,NP4,0,0,0,1,0,0
578,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_33_1.jpg,NA (prediction),0.9612196,0.98056877,0.00025188470000000004,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/16/33.jpg,[47 0 256 256],0,consensus_of_2,0,1,0,0,1,0
579,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_20_5_11.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/20/5.jpg,[ 87  88 256 256],90,None (label),0,1,0,0,0,0
580,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_18_1.jpg,NA (prediction),0.96243626,0.99737775,0.00014252261000000002,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/17/18.jpg,[920 0 256 256],0,consensus_of_2,0,1,0,0,0,0
581,phase1/blobs/cw13-0/cw13-0_23_14_19.jpg,NA (prediction),9.593349e-05,2.6911186e-05,0.97652894,phase1/10x_tiles/cw13-0/0/23/14.jpg,[1215 1280 256 256],0,consensus_of_2,0,0,0,1,0,0
582,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_11_1_8.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/11/1.jpg,[1268  837  256  256],0,None (label),0,1,0,0,0,0
583,phase1/blobs/cw18-48/cw18-48_15_6_46.jpg,NA (prediction),0.0008706341,0.011589779,0.9934161,phase1/10x_tiles/cw18-48/0/15/6.jpg,[143 1280 256 256],0,NP4,0,1,0,0,1,0
584,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_12_30_0.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/12/30.jpg,[ 78 155 256 256],180,None (label),0,0,1,0,1,0
585,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_9_17_5.jpg,NA (prediction),0.4094318,0.99045324,0.0003457178,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/9/17.jpg,[699 61 256 256],0,consensus_of_2,0,1,0,0,1,0
586,phase1/blobs/cw15-31/cw15-31_10_28_22.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw15-31/0/10/28.jpg,[ 163 1137  256  256],0,None (label),0,1,0,0,0,0
587,phase1/blobs/cw15-29/cw15-29_5_30_71.jpg,NA (prediction),0.000474396,1.7086425999999994e-05,0.98285705,phase1/10x_tiles/cw15-29/0/5/30.jpg,[419 1280 256 256],0,consensus_of_2,0,0,0,1,0,0
588,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_18_10_1.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/18/10.jpg,[819 269 256 256],0,None (label),0,0,1,0,0,0
589,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_45.jpg,NA (prediction),0.9999988,0.25051305,1.4035625e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/28.jpg,[896 1160 256 256],0,NP4,0,1,0,0,1,0
590,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_5_30_39.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/5/30.jpg,[132 327 256 256],0,None (label),0,1,0,0,0,0
591,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_7_34_35.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/7/34.jpg,[1274  851  256  256],180,None (label),0,1,0,0,1,0
592,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_23_9_29.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/23/9.jpg,[815   0 256 256],180,None (label),1,0,0,0,0,0
593,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_12_3.jpg,NA (prediction),0.020290622,0.14526768,0.87408584,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/12.jpg,[1280 286 256 256],0,NP4,0,0,1,0,1,0
594,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_19_24_12.jpg,NA (prediction),0.97616243,0.7045441,3.047769000000001e-05,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/19/24.jpg,[97 349 256 256],0,consensus_of_2,0,1,0,0,0,0
595,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_18_17.jpg,NA (prediction),0.96775335,0.6497390000000001,2.468824e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/15/18.jpg,[1226 1142 256 256],0,NP4,1,0,0,0,0,0
596,phase1/blobs/cw17-3/cw17-3_15_32_34.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/15/32.jpg,[ 630 1280  256  256],90,None (label),0,0,1,0,1,0
597,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_33_6.jpg,NA (prediction),0.22256239,0.99998903,7.788395e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/33.jpg,[882 532 256 256],0,NP4,0,1,0,0,0,0
598,phase1/blobs/cw18-10/cw18-10_18_35_10.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-10/0/18/35.jpg,[112 388 256 256],180,None (label),0,0,1,0,1,0
599,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_21_13.jpg,NA (prediction),6.958704000000001e-05,0.92777467,0.95950526,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/10/21.jpg,[56 590 256 256],0,consensus_of_2,0,0,1,0,1,0
600,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_28_23.jpg,NA (prediction),0.9334711,0.86053836,2.0059402e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/28.jpg,[664 686 256 256],0,NP4,0,1,0,0,0,0
601,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_25_26.jpg,NA (prediction),0.36331266,0.9999554,0.0010323111,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/6/25.jpg,[197 646 256 256],0,consensus_of_2,0,1,0,0,0,0
602,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_11_5_13.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/11/5.jpg,[128  44 256 256],0,None (label),1,0,0,0,0,0
603,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_3_17_18.jpg,NA (prediction),0.9999553,0.013704738,2.0736022e-09,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/3/17.jpg,[863 520 256 256],0,NP4,0,1,0,0,0,0
604,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_28_8.jpg,NA (prediction),0.8192474000000001,0.9975102,1.4856137e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/11/28.jpg,[277 92 256 256],0,consensus_of_2,0,1,0,0,0,0
605,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_23_15_3.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/23/15.jpg,[ 324 1140  256  256],270,None (label),0,1,0,0,0,0
606,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_2.jpg,NA (prediction),0.2651713,0.38498846,0.027452175,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/7/25.jpg,[1071 0 256 256],0,consensus_of_2,0,0,0,1,0,0
607,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_7_0.jpg,NA (prediction),0.0015079475,0.0030736611,0.9774736,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/19/7.jpg,[460 0 256 256],0,consensus_of_2,0,0,0,1,0,0
608,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_6_53.jpg,NA (prediction),0.99145925,0.71757644,6.7205976e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/15/6.jpg,[837 1115 256 256],0,consensus_of_2,0,1,0,0,0,0
609,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_21_34.jpg,NA (prediction),0.99934727,0.034818545,2.728533e-06,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/17/21.jpg,[1186 1093 256 256],0,NP4,0,1,0,0,1,0
610,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_5_54.jpg,NA (prediction),0.00042424328,0.008956681999999999,0.82833844,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/5.jpg,[624 1280 256 256],0,consensus_of_2,0,0,0,1,0,0
611,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_28_29.jpg,NA (prediction),0.99936575,0.20085038,1.4753776e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/28.jpg,[1020 769 256 256],0,NP4,0,1,0,0,1,0
612,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_31.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1024  495  256  256],180,None (label),0,0,1,0,1,0
613,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_10_15_4.jpg,NA (prediction),1.8160197e-06,0.130498,0.9999647,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/10/15.jpg,[1278 875 256 256],0,consensus_of_2,0,0,1,0,1,0
614,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_27_0.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/27.jpg,[278 470 256 256],90,None (label),0,1,0,0,0,0
615,phase1/blobs/cw17-3/cw17-3_19_15_7.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[258  41 256 256],180,None (label),0,0,1,0,1,0
616,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_1_21_22.jpg,NA (prediction),0.99183345,0.9504759,0.00012679747,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/1/21.jpg,[1114 1065 256 256],0,consensus_of_2,0,1,0,0,1,0
617,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_12_5_0.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/12/5.jpg,[ 53   0 256 256],180,None (label),0,1,0,0,0,0
618,phase1/blobs/cw18-48/cw18-48_25_33_52.jpg,NA (prediction),0.19425684,0.02173695,0.14898509,phase1/10x_tiles/cw18-48/0/25/33.jpg,[1280 993 256 256],0,consensus_of_2,0,0,0,1,0,0
619,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_12_33_26.jpg,NA (prediction),0.98124456,0.9366734,2.3165715e-06,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/12/33.jpg,[421 826 256 256],0,consensus_of_2,0,1,0,0,0,0
620,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_24_27_0.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/24/27.jpg,[802   0 256 256],180,None (label),1,0,0,0,0,0
621,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_17_45_10.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/17/45.jpg,[267 855 256 256],0,None (label),0,1,0,0,1,0
622,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_31_12.jpg,NA (prediction),0.00014569356000000006,0.0027095873,0.9994708,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/31.jpg,[1269 1098 256 256],0,consensus_of_2,0,0,0,1,0,1
623,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_32_44.jpg,NA (prediction),0.0014502731,0.96778995,0.0011209261,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/9/32.jpg,[654 1280 256 256],0,NP4,0,0,0,1,0,0
624,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_20_35_9.jpg,consensus_of_2,3.0,4.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/20/35.jpg,[963 261 256 256],180,None (label),0,1,0,0,1,0
625,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_32_10.jpg,NA (prediction),0.9998061,0.8685786,1.2629113e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/14/32.jpg,[1182 289 256 256],0,consensus_of_2,0,1,0,0,0,0
626,phase1/blobs/cw18-10/cw18-10_17_24_28.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw18-10/0/17/24.jpg,[ 723 1280  256  256],270,None (label),0,1,0,0,0,0
627,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_11_15_1.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/11/15.jpg,[1007  190  256  256],90,None (label),0,0,1,0,0,0
628,phase1/blobs/cw13-0/cw13-0_2_20_4.jpg,NA (prediction),0.0019321938,0.0045740684,0.9524492,phase1/10x_tiles/cw13-0/0/2/20.jpg,[284 344 256 256],0,NP4,0,0,0,1,0,0
629,phase1/blobs/cw17-32/cw17-32_20_36_26.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/20/36.jpg,[156 644 256 256],270,None (label),1,0,0,0,0,0
630,phase1/blobs/cw17-3/cw17-3_6_34_8.jpg,consensus_of_2,2.0,1.0,2.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[945 853 256 256],0,None (label),1,0,1,0,1,0
631,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_25_16_2.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/25/16.jpg,[604 977 256 256],90,None (label),0,1,0,0,0,0
632,phase1/blobs/cw17-3/cw17-3_19_15_10.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[  4 155 256 256],180,None (label),0,0,1,0,1,0
633,phase1/blobs/cw17-3/cw17-3_11_43_17.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/11/43.jpg,[ 466 1157  256  256],180,None (label),0,0,1,0,1,0
634,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_26_30.jpg,NA (prediction),0.5789375,0.9978315,0.0012298521,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/9/26.jpg,[1192 760 256 256],0,consensus_of_2,0,1,0,0,0,0
635,phase1/blobs/cw13-0/cw13-0_13_11_1.jpg,NA (prediction),0.016869973,0.09787508,0.39924815,phase1/10x_tiles/cw13-0/0/13/11.jpg,[325 0 256 256],0,NP4,0,0,0,1,0,0
636,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_10_4.jpg,NA (prediction),0.03409639,0.72781867,0.97210824,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/18/10.jpg,[1280 57 256 256],0,consensus_of_2,0,1,0,0,1,0
637,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_22_2.jpg,NA (prediction),0.97606134,0.543039,0.00015413658000000002,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/17/22.jpg,[1280 0 256 256],0,NP4,0,1,0,0,0,0
638,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_14_22_29.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/14/22.jpg,[1011  932  256  256],0,None (label),0,1,0,0,1,0
639,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_19.jpg,NA (prediction),0.97186625,0.99240947,5.864128499999999e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/22/11.jpg,[925 372 256 256],0,consensus_of_2,0,1,0,0,0,0
640,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_17_3.jpg,NA (prediction),0.17942736,0.10986424,0.063124746,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/8/17.jpg,[1138 1216 256 256],0,NP4,0,0,0,1,0,0
641,phase1/blobs/cw15-29/cw15-29_4_20_23.jpg,NA (prediction),9.0232366e-05,6.2690706e-05,0.999556,phase1/10x_tiles/cw15-29/0/4/20.jpg,[1077 798 256 256],0,consensus_of_2,0,0,1,0,1,0
642,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_22_36_8.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/22/36.jpg,[1280  573  256  256],180,None (label),0,1,0,0,0,0
643,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_8_3_46.jpg,NA (prediction),0.99848133,0.44007093,6.81853e-07,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/8/3.jpg,[905 1254 256 256],0,NP4,0,1,0,0,0,0
644,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_27_20.jpg,NA (prediction),0.014993705,0.9990086,4.527979000000001e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/6/27.jpg,[340 540 256 256],0,NP4,0,1,0,0,0,0
645,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_16_16_11.jpg,NA (prediction),0.99094534,0.29022020000000004,1.8587698e-06,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/16/16.jpg,[1280 1133 256 256],0,NP4,1,0,0,0,0,0
646,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_8_46.jpg,NA (prediction),0.1881139,0.9991352,5.5550878e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/7/8.jpg,[0 1062 256 256],0,NP4,0,1,0,0,0,0
647,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_4_32_4.jpg,NA (prediction),0.003973155,0.9993643,0.033026904,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/4/32.jpg,[184 208 256 256],0,consensus_of_2,0,1,0,0,0,0
648,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_4_29_7.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/4/29.jpg,[732 629 256 256],90,None (label),0,1,0,0,0,0
649,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_8_18.jpg,NA (prediction),0.99998784,0.42093283,7.29959e-07,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/6/8.jpg,[231 705 256 256],0,NP4,1,0,0,0,1,0
650,phase1/blobs/cw15-12/cw15-12_27_42_17.jpg,NA (prediction),0.00017492371,0.00050037,0.999223,phase1/10x_tiles/cw15-12/0/27/42.jpg,[917 1196 256 256],0,consensus_of_2,0,0,0,1,0,0
651,phase1/blobs/cw15-29/cw15-29_3_31_60.jpg,NA (prediction),0.002882488,0.00023335936,0.9938484,phase1/10x_tiles/cw15-29/0/3/31.jpg,[92 563 256 256],0,consensus_of_2,0,0,0,1,0,0
652,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_14_13_18.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/14/13.jpg,[ 360 1173  256  256],270,None (label),0,0,0,1,0,0
653,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_18_30.jpg,NA (prediction),0.99989176,0.63546044,2.1442257e-09,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/3/18.jpg,[1003 1280 256 256],0,NP4,0,1,0,0,0,0
654,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_21_12_0.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/21/12.jpg,[295   0 256 256],0,None (label),0,1,0,0,0,0
655,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_3_34.jpg,NA (prediction),0.051800337,0.99880385,0.00026919052,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/8/3.jpg,[56 710 256 256],0,consensus_of_2,0,1,0,0,0,0
656,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_20_56.jpg,NA (prediction),0.7919257,0.9999056,1.0354926e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/20/20.jpg,[688 1172 256 256],0,consensus_of_2,0,1,0,0,0,0
