,Unnamed: 0,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
1898,1898,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_15_28.jpg,consensus_of_2,0.0,5.0,4.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/0/15.jpg,[108 887 256 256],None (label),0,1,1,0,0,0
1899,1899,phase1/blobs/cw18-2/cw18-2_26_18_1.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/26/18.jpg,[381 536 256 256],None (label),0,0,1,0,0,0
1900,1900,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_7_19_1.jpg,NA (prediction),1.0897288e-05,0.6868339,0.9996451,NA7UCDtemporalgyri _4G8/0/7/19.jpg,"[0, 1256, 256, 256]",consensus_of_2,0,0,1,0,0,0
1901,1901,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_40.jpg,NA (prediction),0.00040451196,0.0020755770000000003,0.999853,8-3_UTSW_temporal_6E10/0/7/25.jpg,"[135, 325, 256, 256]",consensus_of_2,0,0,1,0,0,0
1902,1902,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_8.jpg,NA (prediction),0.004174316,0.86005116,0.99960047,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[403, 357, 256, 256]",consensus_of_2,0,0,1,0,0,0
1903,1903,cw13-0/cw13-0_11_13_43.jpg,NA (prediction),0.016362216000000002,0.18431845,0.5903501,cw13-0/0/11/13.jpg,"[153, 487, 256, 256]",consensus_of_2,0,0,0,1,0,0
1904,1904,cw15-29/cw15-29_3_31_21.jpg,NA (prediction),0.09136797,0.36528048,0.22139217,cw15-29/0/3/31.jpg,"[592, 69, 256, 256]",consensus_of_2,0,0,0,1,0,0
1905,1905,phase1/blobs/cw17-3/cw17-3_17_31_24.jpg,NP3,0.0,1.0,1.0,phase1/10x_tiles/cw17-3/0/17/31.jpg,[1053  854  256  256],None (label),0,1,1,0,0,0
1906,1906,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_22_16_5.jpg,NA (prediction),1.852228e-05,0.41007575,0.99992955,NA15UCDtemporalgyri _4G8/0/22/16.jpg,"[860, 183, 256, 256]",consensus_of_2,0,0,1,0,0,0
1907,1907,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_20_8.jpg,NA (prediction),0.964216,0.25174162,0.009211733,NA15UCDtemporalgyri _4G8/0/7/20.jpg,"[423, 774, 256, 256]",consensus_of_2,0,0,0,1,0,0
1908,1908,cw15-29/cw15-29_14_27_29.jpg,NA (prediction),1.1684052e-05,3.0318017e-05,0.99293375,cw15-29/0/14/27.jpg,"[641, 1280, 256, 256]",NP3,0,0,1,1,0,0
1909,1909,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_11_5_2.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/11/5.jpg,[1280 1226  256  256],None (label),1,0,0,0,0,0
1910,1910,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_16_36.jpg,NA (prediction),0.9802115,0.9985292,0.0095799,NA28UCDtemporalgyri _4G8/0/19/16.jpg,"[817, 785, 256, 256]",consensus_of_2,0,1,0,0,0,0
1911,1911,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_11_1_2.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/11/1.jpg,[1166  449  256  256],None (label),0,1,0,0,0,0
1912,1912,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_17.jpg,NA (prediction),0.99853635,0.8302526,8.390076999999998e-07,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[499, 288, 256, 256]",consensus_of_2,1,1,0,0,0,0
1913,1913,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_24_10_11.jpg,NA (prediction),0.99189913,0.22278102,2.2944563e-07,NA15UCDtemporalgyri _4G8/0/24/10.jpg,"[1031, 1175, 256, 256]",consensus_of_2,1,1,0,0,0,0
1914,1914,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_52.jpg,NA (prediction),0.98635757,0.25128952,6.823209e-05,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[930, 1092, 256, 256]",NP3,1,1,0,0,0,0
1915,1915,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
1916,1916,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_8_20_21.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/8/20.jpg,[ 31 534 256 256],None (label),0,1,0,0,1,0
1917,1917,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_14_15_55.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/14/15.jpg,[1280  768  256  256],None (label),0,1,0,0,0,0
1918,1918,phase1/blobs/cw17-41/cw17-41_6_7_3.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/cw17-41/0/6/7.jpg,[128 130 256 256],None (label),1,0,0,0,0,0
1919,1919,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_3_20_5.jpg,NA (prediction),0.99982554,0.118724085,6.92968e-05,NA23UCDtemporalgyri _4G8/0/3/20.jpg,"[1280, 552, 256, 256]",consensus_of_2,1,0,0,0,0,0
1920,1920,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_13_21_41.jpg,NA (prediction),0.00010116718,0.34566820000000004,0.039967574,NA23UCDtemporalgyri _4G8/0/13/21.jpg,"[1142, 409, 256, 256]",NP3,0,1,1,0,1,0
1921,1921,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_13_29_2.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/13/29.jpg,[1054  221  256  256],None (label),0,1,0,0,0,0
1922,1922,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_12_3_27.jpg,NA (prediction),0.8501923000000001,0.17795618,0.0002333827,NA23UCDtemporalgyri _4G8/0/12/3.jpg,"[579, 1010, 256, 256]",NP3,1,1,0,0,1,0
1923,1923,cw13-0/cw13-0_11_15_18.jpg,NA (prediction),6.7922592e-06,1.8148498e-07,0.91845596,cw13-0/0/11/15.jpg,"[457, 282, 256, 256]",NP3,0,0,0,1,0,0
1924,1924,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_32_4.jpg,NA (prediction),5.9789774e-05,1.564392e-05,0.9930072,NA15UCDtemporalgyri _4G8/0/15/32.jpg,"[188, 388, 256, 256]",NP3,0,0,1,1,1,0
1925,1925,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_15_26_26.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/15/26.jpg,[ 306 1203  256  256],None (label),0,1,0,0,0,0
1926,1926,cw15-29/cw15-29_10_19_14.jpg,NA (prediction),0.0009225229,0.06737674,0.99938655,cw15-29/0/10/19.jpg,"[1091, 135, 256, 256]",consensus_of_2,0,0,1,0,0,0
1927,1927,cw15-29/cw15-29_6_30_7.jpg,NA (prediction),2.3455854e-05,0.026471628,0.98473674,cw15-29/0/6/30.jpg,"[385, 0, 256, 256]",NP3,0,0,0,1,0,0
1928,1928,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_2_60.jpg,NA (prediction),0.35412404,0.999964,7.028194e-07,40-3_UTSW_temporal_6E10/0/6/2.jpg,"[1083, 360, 256, 256]",consensus_of_2,0,1,0,0,0,0
1929,1929,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_9_27.jpg,NA (prediction),0.47394648,0.99432653,2.6158918e-05,17-3_UTSW_temporal_6E10/0/15/9.jpg,"[1001, 634, 256, 256]",NP3,0,1,0,0,0,0
1930,1930,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_11_22_1.jpg,NA (prediction),0.0003780956,0.026539726,0.8836543,NA15UCDtemporalgyri _4G8/0/11/22.jpg,"[455, 0, 256, 256]",consensus_of_2,0,0,0,0,0,1
1931,1931,phase1/blobs/cw17-41/cw17-41_11_17_37.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-41/0/11/17.jpg,[340 956 256 256],None (label),0,0,1,0,0,0
1932,1932,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_10.jpg,NA (prediction),0.00029469712,0.018067762,0.9932775,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1280, 228, 256, 256]",consensus_of_2,0,0,0,1,0,0
1933,1933,cw15-12/cw15-12_16_14_4.jpg,NA (prediction),1.971902e-06,7.217157000000001e-08,0.8488174,cw15-12/0/16/14.jpg,"[1280, 999, 256, 256]",NP3,0,0,0,1,0,0
1934,1934,phase1/blobs/cw17-41/cw17-41_20_28_22.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-41/0/20/28.jpg,[1168 1280  256  256],None (label),0,1,0,0,0,0
1935,1935,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_8_25_26.jpg,NA (prediction),0.99079657,0.31726527,6.88596e-05,17-3_UTSW_temporal_6E10/0/8/25.jpg,"[284, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
1936,1936,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_13_4_38.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/13/4.jpg,[1126  935  256  256],None (label),0,1,0,0,0,0
1937,1937,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_31_1.jpg,NA (prediction),7.486819e-07,0.33050665,0.99673873,8-3_UTSW_temporal_6E10/0/13/31.jpg,"[108, 508, 256, 256]",NP3,0,1,0,0,0,0
1938,1938,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_9_19_49.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/9/19.jpg,[   0 1228  256  256],None (label),0,1,0,0,0,0
1939,1939,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_3_4_1.jpg,NA (prediction),0.016829956,0.37457296,0.9040946,NA7UCDtemporalgyri _4G8/0/3/4.jpg,"[732, 220, 256, 256]",consensus_of_2,0,0,1,0,0,0
1940,1940,phase1/blobs/cw17-32/cw17-32_13_28_42.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-32/0/13/28.jpg,[944 972 256 256],None (label),0,1,0,0,0,0
1941,1941,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_13_14_9.jpg,NA (prediction),0.6927039,0.76117027,8.144502e-08,NA15UCDtemporalgyri _4G8/0/13/14.jpg,"[1280, 479, 256, 256]",NP3,1,1,0,1,0,0
1942,1942,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_22_40.jpg,NA (prediction),0.006089843,0.9999722,3.3104847e-05,17-3_UTSW_temporal_6E10/0/15/22.jpg,"[388, 1279, 256, 256]",consensus_of_2,0,1,0,0,0,0
1943,1943,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_20_58.jpg,NA (prediction),0.972719,0.010347672,1.6521086000000002e-05,NA28UCDtemporalgyri _4G8/0/9/20.jpg,"[0, 785, 256, 256]",NP3,1,0,0,1,0,0
1944,1944,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_18_36.jpg,NA (prediction),0.99987674,0.8549595999999999,2.6104416e-07,40-3_UTSW_temporal_6E10/0/6/18.jpg,"[828, 1106, 256, 256]",consensus_of_2,0,1,0,0,0,0
1945,1945,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_15_3_31.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/15/3.jpg,[ 163 1280  256  256],None (label),0,1,0,0,0,0
1946,1946,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_3.jpg,NA (prediction),0.006194041,0.00028026014,0.38920432,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[1280, 120, 256, 256]",NP3,0,0,0,1,0,0
1947,1947,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_27_38.jpg,NA (prediction),0.99999404,0.01585753,3.708413e-06,NA37UCDtemporalgyri _4G8/0/5/27.jpg,"[556, 1277, 256, 256]",NP3,1,0,0,0,0,0
1948,1948,cw18-48/cw18-48_28_23_100.jpg,NA (prediction),0.9716261,0.0077047995,0.0042004823,cw18-48/0/28/23.jpg,"[726, 1079, 256, 256]",NP3,0,0,0,1,0,0
1949,1949,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_21_43.jpg,NA (prediction),0.96715105,0.9844014,3.6698708e-05,NA23UCDtemporalgyri _4G8/0/7/21.jpg,"[613, 989, 256, 256]",consensus_of_2,1,1,0,0,0,0
1950,1950,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_8_23_51.jpg,NA (prediction),0.9467319,0.99440104,1.4655724e-08,NA27UCDtemporalgyri _4G8/0/8/23.jpg,"[1248, 923, 256, 256]",NP3,1,1,0,0,0,0
1951,1951,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_4_3_3.jpg,NA (prediction),0.000250974,0.018339412,0.99467057,NA7UCDtemporalgyri _4G8/0/4/3.jpg,"[1173, 776, 256, 256]",consensus_of_2,0,0,1,0,0,0
1952,1952,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_15_3_42.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/15/3.jpg,[845 634 256 256],None (label),0,1,0,0,0,0
1953,1953,phase1/blobs/NA42UCDtemporalgyri _4G8/NA42UCDtemporalgyri _4G8_9_22_8.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA42UCDtemporalgyri _4G8/0/9/22.jpg,[649 151 256 256],None (label),1,0,0,0,0,0
1954,1954,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_5_22_3.jpg,NA (prediction),0.0005465356,0.003166983,0.9370376,40-3_UTSW_temporal_6E10/0/5/22.jpg,"[787, 555, 256, 256]",NP3,0,0,0,1,0,0
1955,1955,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_10_63.jpg,NA (prediction),0.44613206,0.96565896,1.9573872e-06,NA37UCDtemporalgyri _4G8/0/9/10.jpg,"[755, 233, 256, 256]",NP3,0,1,0,0,0,0
1956,1956,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_26_25.jpg,NA (prediction),0.9086192,0.99736243,1.8275472e-06,NA37UCDtemporalgyri _4G8/0/4/26.jpg,"[779, 661, 256, 256]",consensus_of_2,0,1,0,0,0,0
1957,1957,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_21_12_19.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/21/12.jpg,[145 981 256 256],None (label),1,0,0,0,0,0
1958,1958,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_13_29.jpg,NA (prediction),0.09255227,0.9004841,0.002201703,17-3_UTSW_temporal_6E10/0/16/13.jpg,"[635, 868, 256, 256]",NP3,0,1,0,0,0,0
1959,1959,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_40_15.jpg,NA (prediction),0.9901438,0.012085762,4.147078e-10,NA28UCDtemporalgyri _4G8/0/8/40.jpg,"[901, 1253, 256, 256]",NP3,1,1,0,0,0,0
1960,1960,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_4_9_13.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/4/9.jpg,[979 421 256 256],None (label),1,0,0,0,0,0
1961,1961,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_5_33_8.jpg,NA (prediction),0.99998295,0.028408429,3.021849e-08,NA15UCDtemporalgyri _4G8/0/5/33.jpg,"[36, 848, 256, 256]",NP3,1,1,0,0,0,0
1962,1962,phase1/blobs/cw17-32/cw17-32_17_26_2.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/17/26.jpg,[420   0 256 256],None (label),1,0,0,0,0,0
1963,1963,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_16_14_0.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/16/14.jpg,[ 32   0 256 256],None (label),0,0,1,0,0,0
1964,1964,phase1/blobs/cw17-32/cw17-32_17_6_47.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw17-32/0/17/6.jpg,[ 460 1280  256  256],None (label),0,1,0,0,0,0
1965,1965,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_8_41.jpg,NA (prediction),0.96223205,0.9750019,1.5033945e-06,17-3_UTSW_temporal_6E10/0/12/8.jpg,"[62, 990, 256, 256]",NP3,1,1,0,0,0,0
1966,1966,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_21_31_18.jpg,NA (prediction),0.0072007114,0.9998869,7.435267e-05,8-3_UTSW_temporal_6E10/0/21/31.jpg,"[1205, 959, 256, 256]",consensus_of_2,0,1,0,0,0,0
1967,1967,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_9_9_3.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/9/9.jpg,[  0 413 256 256],None (label),0,1,0,0,0,0
1968,1968,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_40_18.jpg,NA (prediction),0.993049,0.01782873,1.0474131e-06,NA28UCDtemporalgyri _4G8/0/19/40.jpg,"[260, 1145, 256, 256]",NP3,1,0,0,0,0,0
1969,1969,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_13_26.jpg,NA (prediction),0.6385335,0.9996853,5.3011445e-05,17-3_UTSW_temporal_6E10/0/3/13.jpg,"[660, 800, 256, 256]",consensus_of_2,1,1,0,0,0,0
1970,1970,cw13-0/cw13-0_15_21_17.jpg,NA (prediction),0.007999876,0.01086111,0.36112913,cw13-0/0/15/21.jpg,"[619, 600, 256, 256]",consensus_of_2,0,0,0,1,0,0
1971,1971,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_32_22.jpg,NA (prediction),0.072141305,0.7739272,0.9741665,NA28UCDtemporalgyri _4G8/0/25/32.jpg,"[91, 1068, 256, 256]",consensus_of_2,0,0,0,1,0,0
1972,1972,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_3_4_3.jpg,NA (prediction),0.00041589062000000016,0.11665022,0.9999982,NA7UCDtemporalgyri _4G8/0/3/4.jpg,"[653, 329, 256, 256]",consensus_of_2,0,0,1,0,0,0
1973,1973,phase1/blobs/cw18-18/cw18-18_2_30_75.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw18-18/0/2/30.jpg,[ 667 1280  256  256],None (label),0,1,0,0,0,0
1974,1974,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_39_20.jpg,NA (prediction),0.0010087567,0.83523256,0.93839556,NA28UCDtemporalgyri _4G8/0/17/39.jpg,"[825, 1043, 256, 256]",NP3,0,1,0,0,0,0
1975,1975,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_11_3.jpg,NA (prediction),0.98671967,0.09495048,6.277841999999999e-05,NA23UCDtemporalgyri _4G8/0/6/11.jpg,"[37, 0, 256, 256]",consensus_of_2,1,0,0,0,0,0
1976,1976,cw18-48/cw18-48_19_8_0.jpg,NA (prediction),0.9592789,0.92245346,2.577612e-05,cw18-48/0/19/8.jpg,"[92, 662, 256, 256]",consensus_of_2,0,1,0,0,0,0
1977,1977,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_1_21_7.jpg,NA (prediction),0.99996364,0.0062009280000000005,1.3816827e-05,NA15UCDtemporalgyri _4G8/0/1/21.jpg,"[106, 1187, 256, 256]",NP3,1,1,0,0,0,0
1978,1978,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_30_9.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/30.jpg,[389 241 256 256],None (label),1,0,0,0,0,0
1979,1979,phase1/blobs/cw17-11/cw17-11_20_15_31.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[ 732 1280  256  256],None (label),0,0,1,0,0,0
1980,1980,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_19_33.jpg,NA (prediction),0.99331194,0.9247925,0.00069574546,NA28UCDtemporalgyri _4G8/0/8/19.jpg,"[447, 1169, 256, 256]",consensus_of_2,0,1,0,0,0,0
1981,1981,phase1/blobs/cw17-3/cw17-3_13_23_18.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/13/23.jpg,[1191 1213  256  256],None (label),0,0,1,0,0,0
1982,1982,phase1/blobs/cw18-10/cw18-10_17_38_21.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw18-10/0/17/38.jpg,[1162  797  256  256],None (label),1,0,0,0,0,0
1983,1983,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_24_5.jpg,NA (prediction),0.9079798,0.35004994,2.5946987e-05,NA28UCDtemporalgyri _4G8/0/27/24.jpg,"[1280, 64, 256, 256]",NP3,0,0,0,1,0,0
1984,1984,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_26_32.jpg,NA (prediction),0.9693908,0.98955286,0.0002866075,NA28UCDtemporalgyri _4G8/0/11/26.jpg,"[826, 348, 256, 256]",consensus_of_2,1,1,0,1,0,0
1985,1985,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_6_16.jpg,NA (prediction),0.96477705,0.38034865,0.0016347598,NA15UCDtemporalgyri _4G8/0/15/6.jpg,"[601, 1189, 256, 256]",consensus_of_2,0,0,0,1,0,0
1986,1986,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_18_10_23.jpg,NA (prediction),0.97257745,0.99963367,7.0474553e-06,17-3_UTSW_temporal_6E10/0/18/10.jpg,"[0, 542, 256, 256]",consensus_of_2,0,1,0,0,0,0
1987,1987,cw15-29/cw15-29_6_39_3.jpg,NA (prediction),0.0002680404,0.004035386,0.91515297,cw15-29/0/6/39.jpg,"[809, 317, 256, 256]",consensus_of_2,0,0,0,1,0,0
1988,1988,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_25_17.jpg,NA (prediction),0.804882,0.8783822,0.00021500046000000005,NA28UCDtemporalgyri _4G8/0/28/25.jpg,"[1213, 487, 256, 256]",consensus_of_2,0,1,0,0,0,0
1989,1989,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_10_14_14.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/10/14.jpg,[147 971 256 256],None (label),1,0,0,0,0,0
1990,1990,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_29_21_15.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/29/21.jpg,[  0 896 256 256],None (label),0,0,1,0,0,0
1991,1991,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_19_20_39.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/19/20.jpg,[1280 1280  256  256],None (label),0,0,1,0,0,0
1992,1992,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_11_40.jpg,NA (prediction),0.33876482,0.9993718,0.0001583678,NA23UCDtemporalgyri _4G8/0/6/11.jpg,"[973, 820, 256, 256]",consensus_of_2,0,1,0,0,0,0
1993,1993,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_22_55.jpg,NA (prediction),0.05042941,0.99573493,0.00028429314,NA28UCDtemporalgyri _4G8/0/10/22.jpg,"[1236, 1217, 256, 256]",NP3,0,1,0,1,0,0
1994,1994,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_25_44.jpg,NA (prediction),0.9665132,0.50202906,0.00010375879,NA37UCDtemporalgyri _4G8/0/5/25.jpg,"[291, 1280, 256, 256]",NP3,0,1,0,0,0,0
1995,1995,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_15_12_32.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/15/12.jpg,[1268  608  256  256],None (label),0,1,0,0,0,0
1996,1996,phase1/blobs/cw17-3/cw17-3_21_27_26.jpg,consensus_of_2,1.0,2.0,2.0,phase1/10x_tiles/cw17-3/0/21/27.jpg,[  49 1250  256  256],None (label),0,1,0,0,0,0
1997,1997,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_7_17.jpg,NA (prediction),0.038653124,0.95855874,0.0014960405,NA37UCDtemporalgyri _4G8/0/15/7.jpg,"[425, 765, 256, 256]",NP3,0,1,0,0,0,0
1998,1998,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_12_5.jpg,NA (prediction),0.52288926,0.9791448,0.0032113362,NA28UCDtemporalgyri _4G8/0/16/12.jpg,"[842, 709, 256, 256]",consensus_of_2,0,1,0,0,0,0
1999,1999,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_8_5_13.jpg,NA (prediction),0.99906415,0.6520132,1.1046271000000002e-06,17-3_UTSW_temporal_6E10/0/8/5.jpg,"[605, 547, 256, 256]",consensus_of_2,0,1,0,0,0,0
2000,2000,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_6_27_35.jpg,NA (prediction),0.81884253,0.99651164,7.362465e-08,NA27UCDtemporalgyri _4G8/0/6/27.jpg,"[1183, 1011, 256, 256]",NP3,1,1,0,0,0,0
2001,2001,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_10_25_21.jpg,NA (prediction),0.9984799,0.91645706,1.5233893999999996e-06,8-3_UTSW_temporal_6E10/0/10/25.jpg,"[797, 737, 256, 256]",consensus_of_2,1,1,0,0,0,0
2002,2002,phase1/blobs/cw18-33/cw18-33_5_20_2.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw18-33/0/5/20.jpg,[844   0 256 256],None (label),1,0,0,0,0,0
