,Unnamed: 0,username,timestamp,imagename,cored,diffuse,CAA,negative,flag,notsure
838,838,UG1,2019-01-31 23:23:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_11_7.jpg,0,1,0,0,0,0
839,839,UG1,2019-02-27 17:34:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_0.jpg,0,0,0,0,0,1
840,840,UG1,2019-02-26 23:01:04,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_1.jpg,0,0,1,0,0,0
841,841,UG1,2019-02-20 20:46:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_11.jpg,0,1,0,0,0,0
842,842,UG1,2019-02-26 22:59:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_12.jpg,0,1,0,0,0,0
843,843,UG1,2019-02-20 22:04:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_13.jpg,0,1,0,0,0,0
844,844,UG1,2019-03-06 20:42:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_14.jpg,0,1,0,0,0,0
845,845,UG1,2019-03-05 20:20:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_15.jpg,0,1,0,0,0,0
846,846,UG1,2019-02-19 21:24:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_4.jpg,0,1,0,0,0,0
847,847,UG1,2019-03-07 18:41:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_5.jpg,0,1,0,0,0,0
848,848,UG1,2019-03-07 18:54:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_6.jpg,0,1,0,0,0,0
849,849,UG1,2019-02-03 22:11:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_12_9.jpg,0,1,0,0,0,0
850,850,UG1,2019-01-30 20:36:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_0.jpg,0,1,0,0,0,0
851,851,UG1,2019-01-30 19:09:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_1.jpg,0,0,1,0,0,0
852,852,UG1,2019-03-06 20:46:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_4.jpg,0,1,0,0,0,0
853,853,UG1,2019-02-20 22:18:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_5.jpg,0,1,0,0,0,0
854,854,UG1,2019-02-04 22:31:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_0.jpg,0,0,0,0,0,1
855,855,UG1,2019-03-07 19:11:09,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_1.jpg,0,1,0,0,0,0
856,856,UG1,2019-03-07 18:52:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_11.jpg,0,1,0,0,0,0
857,857,UG1,2019-02-19 21:21:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_14.jpg,0,1,0,0,0,0
858,858,UG1,2019-02-20 20:31:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_15.jpg,0,1,0,0,0,0
859,859,UG1,2019-01-31 23:26:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_16.jpg,0,1,0,0,0,0
860,860,UG1,2019-02-20 20:44:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_17.jpg,0,1,0,0,0,0
861,861,UG1,2019-02-20 20:43:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_18.jpg,0,0,0,0,0,1
862,862,UG1,2019-02-19 20:43:57,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_19.jpg,0,1,0,0,0,0
863,863,UG1,2019-02-19 20:52:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_21.jpg,0,1,0,0,0,0
864,864,UG1,2019-03-05 19:58:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_3.jpg,0,1,0,0,0,0
865,865,UG1,2019-03-05 20:02:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_4.jpg,0,1,0,0,0,0
866,866,UG1,2019-02-03 22:03:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_6.jpg,1,0,0,0,0,0
867,867,UG1,2019-01-30 20:26:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_20_8.jpg,0,1,0,0,0,0
868,868,UG1,2019-02-03 21:55:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_25_1.jpg,0,1,0,0,0,0
869,869,UG1,2019-03-06 21:09:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_25_7.jpg,0,1,0,0,0,0
870,870,UG1,2019-03-05 19:56:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_25_8.jpg,0,1,0,0,0,0
871,871,UG1,2019-01-23 20:52:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_25_9.jpg,0,1,1,0,0,1
872,872,UG1,2019-03-06 21:14:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_0.jpg,0,1,0,0,0,0
873,873,UG1,2019-01-31 23:23:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_1.jpg,0,1,0,0,0,0
874,874,UG1,2019-03-06 21:15:08,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_18.jpg,0,1,0,0,0,0
875,875,UG1,2019-02-19 21:55:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_19.jpg,0,1,0,0,0,0
876,876,UG1,2019-02-20 20:53:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_20.jpg,0,1,0,0,0,0
877,877,UG1,2019-02-20 22:04:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_21.jpg,0,1,0,0,0,0
878,878,UG1,2019-03-05 20:37:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_3.jpg,0,1,0,0,0,0
879,879,UG1,2019-03-07 19:06:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_5.jpg,0,1,0,0,0,0
880,880,UG1,2019-03-05 19:13:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_6.jpg,0,1,0,0,0,0
881,881,UG1,2019-02-27 17:56:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_7.jpg,0,1,0,0,0,0
882,882,UG1,2019-02-19 21:42:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_8.jpg,0,1,0,0,0,0
883,883,UG1,2019-02-20 22:19:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_32_9.jpg,0,1,0,0,0,0
884,884,UG1,2019-02-20 20:35:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_21_0.jpg,0,1,0,0,0,0
885,885,UG1,2019-02-19 21:51:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_21_1.jpg,0,1,0,0,0,0
886,886,UG1,2019-02-26 22:24:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_21_2.jpg,0,1,0,0,0,0
887,887,UG1,2019-02-26 22:30:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_21_3.jpg,0,0,1,0,0,0
888,888,UG1,2019-03-06 21:09:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_21_4.jpg,0,1,0,0,0,0
889,889,UG1,2019-01-30 19:14:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_30_1.jpg,0,1,0,0,0,0
890,890,UG1,2019-03-07 18:48:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_30_3.jpg,0,1,0,0,0,0
891,891,UG1,2019-02-20 20:42:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_30_4.jpg,0,1,0,0,0,0
892,892,UG1,2019-02-26 22:39:09,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_30_6.jpg,0,1,0,0,0,0
893,893,UG1,2019-01-31 23:25:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_25_30_7.jpg,0,1,0,0,0,0
894,894,UG1,2019-01-30 20:24:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_26_30_1.jpg,0,1,0,0,0,0
895,895,UG1,2019-03-05 20:20:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_0.jpg,0,0,0,0,0,1
896,896,UG1,2019-02-19 22:02:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_2.jpg,0,1,0,0,0,0
897,897,UG1,2019-02-19 21:40:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_3.jpg,0,1,0,0,0,0
898,898,UG1,2019-02-04 22:42:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_4.jpg,0,1,0,0,0,0
899,899,UG1,2019-01-30 20:28:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_5.jpg,0,1,0,0,0,0
900,900,UG1,2019-02-04 22:33:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_6.jpg,0,1,0,0,0,0
901,901,UG1,2019-03-05 20:12:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_7.jpg,0,1,0,0,0,0
902,902,UG1,2019-02-03 22:12:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_8.jpg,0,0,0,0,0,1
903,903,UG1,2019-02-04 22:34:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_9.jpg,0,1,0,0,0,0
904,904,UG1,2019-03-06 21:28:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_1.jpg,0,1,0,0,0,0
905,905,UG1,2019-03-06 20:39:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_3.jpg,0,1,0,0,0,0
906,906,UG1,2019-02-20 20:43:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_4.jpg,0,1,0,0,0,0
907,907,UG1,2019-02-19 21:12:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_5.jpg,0,1,0,0,0,0
908,908,UG1,2019-02-20 20:51:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_6.jpg,0,1,0,0,0,0
909,909,UG1,2019-03-06 20:43:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_0.jpg,0,0,0,0,0,1
910,910,UG1,2019-03-05 20:03:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_1.jpg,0,1,0,0,0,0
911,911,UG1,2019-03-06 21:20:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_13.jpg,0,1,0,0,0,0
912,912,UG1,2019-02-03 21:55:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_15.jpg,0,1,0,0,0,0
913,913,UG1,2019-02-04 22:38:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_16.jpg,0,1,0,0,0,0
914,914,UG1,2019-02-20 22:19:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_23_6.jpg,0,0,0,1,0,0
915,915,UG1,2019-02-03 22:03:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_0.jpg,0,1,0,0,0,0
916,916,UG1,2019-02-19 21:10:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_12.jpg,0,1,0,0,0,0
917,917,UG1,2019-02-19 21:49:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_13.jpg,0,1,0,0,0,0
918,918,UG1,2019-02-04 22:29:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_14.jpg,0,1,0,0,0,0
919,919,UG1,2019-03-05 20:41:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_15.jpg,0,0,1,0,0,0
920,920,UG1,2019-02-26 22:57:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_16.jpg,0,1,0,0,0,0
921,921,UG1,2019-02-19 21:23:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_17.jpg,0,1,0,0,0,0
922,922,UG1,2019-03-05 20:02:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_18.jpg,0,1,0,0,0,0
923,923,UG1,2019-02-04 21:06:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_2.jpg,0,1,0,0,0,0
924,924,UG1,2019-03-05 20:12:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_20.jpg,0,1,0,0,0,0
925,925,UG1,2019-01-31 23:14:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_21.jpg,0,1,0,0,0,0
926,926,UG1,2019-03-06 20:39:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_22.jpg,0,0,1,0,0,0
927,927,UG1,2019-02-27 17:56:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_23.jpg,0,1,0,0,0,0
928,928,UG1,2019-02-19 21:10:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_24.jpg,0,1,0,0,0,0
929,929,UG1,2019-01-31 23:32:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_29.jpg,0,1,0,0,0,0
930,930,UG1,2019-03-06 21:01:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_30.jpg,0,1,0,0,0,0
931,931,UG1,2019-02-04 22:54:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_31.jpg,0,1,0,0,0,0
932,932,UG1,2019-02-20 22:15:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_32.jpg,0,1,0,0,0,0
933,933,UG1,2019-02-19 21:08:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_34.jpg,0,1,0,0,0,0
934,934,UG1,2019-02-19 21:52:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_36.jpg,0,1,0,0,0,0
935,935,UG1,2019-02-20 22:31:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_37.jpg,0,1,0,0,0,0
936,936,UG1,2019-01-31 23:35:14,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_38.jpg,0,1,0,0,0,0
937,937,UG1,2019-03-07 18:52:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_40.jpg,0,1,0,0,0,0
938,938,UG1,2019-03-07 18:49:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_41.jpg,0,1,0,0,0,0
939,939,UG1,2019-02-26 22:35:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_45.jpg,0,1,0,0,0,0
940,940,UG1,2019-01-30 20:35:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_47.jpg,0,1,0,0,0,0
941,941,UG1,2019-03-06 21:20:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_49.jpg,0,1,0,0,0,0
942,942,UG1,2019-02-19 21:39:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_5.jpg,0,1,0,0,0,0
943,943,UG1,2019-02-19 21:54:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_50.jpg,0,1,0,0,0,0
944,944,UG1,2019-03-05 20:32:04,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_51.jpg,1,1,0,0,0,0
945,945,UG1,2019-03-05 20:08:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_52.jpg,0,1,0,0,0,0
946,946,UG1,2019-02-03 22:05:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_55.jpg,0,1,0,0,0,0
947,947,UG1,2019-02-26 22:58:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_56.jpg,0,1,0,0,0,0
948,948,UG1,2019-03-05 19:57:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_57.jpg,0,1,0,0,0,0
949,949,UG1,2019-02-04 22:53:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_58.jpg,0,0,1,0,0,0
950,950,UG1,2019-01-30 20:20:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_59.jpg,0,1,0,0,0,0
951,951,UG1,2019-02-27 17:49:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_6.jpg,0,1,0,0,0,0
952,952,UG1,2019-03-05 19:54:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_60.jpg,0,1,0,0,0,0
953,953,UG1,2019-02-19 21:09:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_61.jpg,0,1,0,0,0,0
954,954,UG1,2019-02-04 21:04:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_62.jpg,0,1,0,0,0,0
955,955,UG1,2019-03-05 19:31:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_8.jpg,0,1,0,0,0,0
956,956,UG1,2019-02-19 21:01:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_0.jpg,0,1,0,0,0,0
957,957,UG1,2019-01-31 23:15:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_10.jpg,0,1,0,0,0,0
958,958,UG1,2019-02-19 21:23:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_12.jpg,0,1,0,0,0,0
959,959,UG1,2019-02-04 21:06:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_13.jpg,1,0,0,0,0,0
960,960,UG1,2019-02-26 22:27:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_16.jpg,0,1,0,0,0,0
961,961,UG1,2019-02-19 21:09:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_17.jpg,0,1,0,0,0,0
962,962,UG1,2019-01-31 23:17:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_2.jpg,0,0,0,0,0,1
963,963,UG1,2019-03-05 20:21:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_21.jpg,0,1,0,0,0,0
964,964,UG1,2019-02-04 22:41:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_24.jpg,0,1,0,0,0,0
965,965,UG1,2019-02-04 21:04:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_25.jpg,0,1,0,0,0,0
966,966,UG1,2019-02-19 21:39:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_26.jpg,0,1,0,0,0,0
967,967,UG1,2019-01-31 23:09:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_27.jpg,0,1,0,0,0,0
968,968,UG1,2019-02-19 21:19:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_28.jpg,0,1,0,0,0,0
969,969,UG1,2019-03-05 20:05:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_29.jpg,0,1,0,0,0,0
970,970,UG1,2019-02-20 20:37:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_3.jpg,0,1,0,0,0,0
971,971,UG1,2019-02-20 20:30:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_30.jpg,0,1,0,0,0,0
972,972,UG1,2019-02-26 22:22:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_31.jpg,0,1,0,0,0,0
973,973,UG1,2019-02-19 21:04:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_32.jpg,0,1,0,0,0,0
974,974,UG1,2019-02-26 22:18:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_33.jpg,0,1,0,0,0,0
975,975,UG1,2019-03-06 21:01:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_35.jpg,0,1,0,0,0,0
976,976,UG1,2019-01-30 19:20:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_36.jpg,0,1,0,0,0,0
977,977,UG1,2019-03-06 20:54:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_37.jpg,0,1,0,0,0,0
978,978,UG1,2019-02-27 17:39:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_38.jpg,0,1,0,0,0,0
979,979,UG1,2019-02-04 22:40:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_39.jpg,0,1,0,0,0,0
980,980,UG1,2019-02-19 21:17:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_4.jpg,0,1,0,0,0,0
981,981,UG1,2019-02-20 22:15:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_40.jpg,0,1,0,0,0,0
982,982,UG1,2019-02-27 17:33:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_41.jpg,0,1,0,0,0,0
983,983,UG1,2019-01-31 23:14:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_42.jpg,0,1,0,0,0,0
984,984,UG1,2019-03-07 18:51:03,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_43.jpg,0,1,0,0,0,0
985,985,UG1,2019-02-19 21:28:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_49.jpg,0,1,0,0,0,0
986,986,UG1,2019-03-05 20:03:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_51.jpg,0,1,0,0,0,0
987,987,UG1,2019-02-20 20:50:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_53.jpg,0,1,0,0,0,0
988,988,UG1,2019-02-20 22:10:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_54.jpg,0,1,0,0,0,0
989,989,UG1,2019-03-05 20:38:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_55.jpg,0,1,0,0,0,0
990,990,UG1,2019-03-05 20:39:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_56.jpg,0,1,0,0,0,0
991,991,UG1,2019-03-06 21:34:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_7.jpg,0,1,0,0,0,0
992,992,UG1,2019-01-31 23:36:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_8.jpg,0,1,0,0,0,0
993,993,UG1,2019-01-31 23:34:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_25_9.jpg,0,1,0,0,0,0
994,994,UG1,2019-02-26 22:40:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_0.jpg,0,0,0,0,0,1
995,995,UG1,2019-02-27 17:48:35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_1.jpg,0,1,0,0,0,0
996,996,UG1,2019-02-19 20:57:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_10.jpg,0,1,0,0,0,0
997,997,UG1,2019-02-26 22:57:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_11.jpg,0,1,0,0,0,0
998,998,UG1,2019-02-26 22:23:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_12.jpg,0,1,0,0,0,0
999,999,UG1,2019-03-06 20:50:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_13.jpg,0,1,0,0,0,0
1000,1000,UG1,2019-02-26 22:26:09,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_14.jpg,0,1,0,0,0,0
1001,1001,UG1,2019-03-06 21:09:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_15.jpg,0,0,0,0,0,1
1002,1002,UG1,2019-03-07 18:50:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_16.jpg,0,1,0,0,0,0
1003,1003,UG1,2019-01-30 19:19:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_18.jpg,0,1,0,0,0,0
1004,1004,UG1,2019-02-20 20:45:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_19.jpg,0,1,0,0,0,0
1005,1005,UG1,2019-03-05 19:28:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_2.jpg,0,1,0,0,0,0
1006,1006,UG1,2019-03-07 19:07:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_20.jpg,0,1,0,0,0,0
1007,1007,UG1,2019-02-19 20:41:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_24.jpg,0,1,0,0,0,0
1008,1008,UG1,2019-03-05 19:56:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_25.jpg,0,1,0,0,0,0
1009,1009,UG1,2019-03-05 19:34:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_27.jpg,0,1,0,0,0,0
1010,1010,UG1,2019-03-07 19:11:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_29.jpg,0,1,0,0,0,0
1011,1011,UG1,2019-03-07 19:04:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_31.jpg,0,1,0,0,0,0
1012,1012,UG1,2019-03-06 21:02:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_33.jpg,0,1,0,0,0,0
1013,1013,UG1,2019-02-04 21:04:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_36.jpg,0,1,0,0,0,0
1014,1014,UG1,2019-03-05 20:08:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_37.jpg,0,1,0,0,0,0
1015,1015,UG1,2019-02-19 21:44:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_38.jpg,0,1,0,0,0,0
1016,1016,UG1,2019-02-04 22:30:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_4.jpg,0,1,0,0,0,0
1017,1017,UG1,2019-02-20 20:42:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_4_15_40.jpg,0,1,0,0,0,0
