,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
763,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_0_32_21.jpg,NA (prediction),0.83472764,0.98087156,0.00041786510000000015,8-3_UTSW_temporal_6E10/0/0/32.jpg,"[791, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,1
764,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_22_30.jpg,NA (prediction),0.08857741,0.97803956,0.0001655577,8-3_UTSW_temporal_6E10/0/6/22.jpg,"[217, 1159, 256, 256]",consensus_of_2,0,1,0,0,0,0
765,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_3_9.jpg,NA (prediction),0.008633168,0.99032587,0.4296343,NA15UCDtemporalgyri _4G8/0/3/3.jpg,"[976, 839, 256, 256]",consensus_of_2,0,1,0,0,1,0
766,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_30_5.jpg,NA (prediction),0.00014966606000000002,0.001112485,0.99959224,NA28UCDtemporalgyri _4G8/0/28/30.jpg,"[806, 1280, 256, 256]",consensus_of_2,0,0,0,1,1,0
767,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_18_28.jpg,NA (prediction),0.7553514,0.77572113,0.0010012344,NA28UCDtemporalgyri _4G8/0/8/18.jpg,"[1149, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,1
768,cw16-36/cw16-36_16_39_6.jpg,NA (prediction),0.0071316487,0.00081410556,0.961616,cw16-36/0/16/39.jpg,"[39, 185, 256, 256]",consensus_of_2,0,0,0,1,0,0
769,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_22_58.jpg,NA (prediction),0.72589135,0.9068854,7.442084e-05,NA27UCDtemporalgyri _4G8/0/17/22.jpg,"[1049, 1255, 256, 256]",consensus_of_2,0,1,0,0,0,0
770,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_29_58.jpg,NA (prediction),0.99569523,0.9913674,2.2278073e-07,NA28UCDtemporalgyri _4G8/0/23/29.jpg,"[813, 1261, 256, 256]",consensus_of_2,0,1,0,0,0,0
771,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_25_10.jpg,NA (prediction),0.98146534,0.8947203000000001,7.546930999999999e-06,17-3_UTSW_temporal_6E10/0/14/25.jpg,"[309, 204, 256, 256]",consensus_of_2,0,1,0,0,0,0
772,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_27.jpg,NA (prediction),0.15870908,0.6423265,0.98852926,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[931, 328, 256, 256]",consensus_of_2,0,0,1,0,1,0
773,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_29_8.jpg,NA (prediction),0.0006449936,0.030258385,0.9268589,NA23UCDtemporalgyri _4G8/0/6/29.jpg,"[167, 1169, 256, 256]",consensus_of_2,0,0,0,0,1,1
774,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_31_47.jpg,NA (prediction),0.10070129,0.024448883,0.94403094,NA28UCDtemporalgyri _4G8/0/21/31.jpg,"[840, 569, 256, 256]",consensus_of_2,0,0,0,1,0,0
775,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_21_10.jpg,NA (prediction),0.0009339307,0.027375504,0.99995065,17-3_UTSW_temporal_6E10/0/9/21.jpg,"[90, 125, 256, 256]",consensus_of_2,0,1,1,0,1,0
776,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_11_11.jpg,NA (prediction),0.9990722,0.7456562,7.4045474e-06,NA28UCDtemporalgyri _4G8/0/16/11.jpg,"[213, 680, 256, 256]",consensus_of_2,0,1,0,0,0,0
777,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_23_2.jpg,NA (prediction),0.69796616,0.96922886,0.0017922019,NA23UCDtemporalgyri _4G8/0/4/23.jpg,"[604, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
778,cw15-29/cw15-29_15_6_23.jpg,NA (prediction),1.432433e-05,1.3755316000000003e-06,0.98381954,cw15-29/0/15/6.jpg,"[627, 777, 256, 256]",consensus_of_2,0,0,0,1,0,0
779,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_17_0.jpg,NA (prediction),4.53899e-05,0.3522333,0.96652627,NA15UCDtemporalgyri _4G8/0/7/17.jpg,"[614, 0, 256, 256]",consensus_of_2,0,0,1,1,1,0
780,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_29_44.jpg,NA (prediction),0.7927334,0.99542373,8.328984e-05,NA37UCDtemporalgyri _4G8/0/12/29.jpg,"[125, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
781,cw13-0/cw13-0_27_41_60.jpg,NA (prediction),0.013148753,0.44434932,0.30126387,cw13-0/0/27/41.jpg,"[876, 1095, 256, 256]",consensus_of_2,0,0,0,1,0,0
782,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_32_10.jpg,NA (prediction),0.0072191427,0.057416473,0.9995566,NA15UCDtemporalgyri _4G8/0/14/32.jpg,"[83, 1280, 256, 256]",consensus_of_2,0,0,1,1,1,0
783,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_21_2.jpg,NA (prediction),0.09166314,0.0010227623,0.9999808,8-3_UTSW_temporal_6E10/0/7/21.jpg,"[1110, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
784,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_16_5.jpg,NA (prediction),0.8753809000000001,0.0042542075,0.9997409,NA28UCDtemporalgyri _4G8/0/27/16.jpg,"[578, 65, 256, 256]",consensus_of_2,0,0,0,1,1,1
785,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_32_38.jpg,NA (prediction),0.8270629,0.9857032,0.00088501436,NA28UCDtemporalgyri _4G8/0/10/32.jpg,"[693, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
786,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_2_32_1.jpg,NA (prediction),0.013638452,0.9998652,4.3753727e-05,8-3_UTSW_temporal_6E10/0/2/32.jpg,"[756, 33, 256, 256]",consensus_of_2,0,1,0,0,0,0
787,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_10_49.jpg,NA (prediction),0.80696267,0.99882823,3.7115813e-05,NA28UCDtemporalgyri _4G8/0/18/10.jpg,"[770, 1171, 256, 256]",consensus_of_2,0,1,0,0,0,0
788,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_24_30.jpg,NA (prediction),0.00063788996,0.005711499599999999,0.9500556999999998,NA23UCDtemporalgyri _4G8/0/8/24.jpg,"[759, 982, 256, 256]",consensus_of_2,0,0,1,0,0,0
789,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_24_42.jpg,NA (prediction),0.99564725,0.89378345,2.380839e-05,8-3_UTSW_temporal_6E10/0/6/24.jpg,"[203, 1136, 256, 256]",consensus_of_2,1,1,0,0,1,0
790,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_31_16.jpg,NA (prediction),0.0007283574700000001,0.040979397,0.9446756,NA28UCDtemporalgyri _4G8/0/21/31.jpg,"[1080, 468, 256, 256]",consensus_of_2,0,0,0,1,0,0
791,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_25_50.jpg,NA (prediction),0.02911271,0.9999975,1.9905636e-05,40-3_UTSW_temporal_6E10/0/13/25.jpg,"[908, 1165, 256, 256]",consensus_of_2,0,1,0,0,0,0
792,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_18_40_4.jpg,NA (prediction),0.008405328,0.9254637,0.01776356,8-3_UTSW_temporal_6E10/0/18/40.jpg,"[59, 1170, 256, 256]",consensus_of_2,0,0,1,0,0,0
793,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_8_33.jpg,NA (prediction),0.00738812,0.96808106,0.9599899,NA37UCDtemporalgyri _4G8/0/17/8.jpg,"[143, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
794,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_31_14.jpg,NA (prediction),0.028594313,0.08165043599999999,0.25173196,NA28UCDtemporalgyri _4G8/0/21/31.jpg,"[1126, 383, 256, 256]",consensus_of_2,0,0,0,1,0,0
795,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_34_31.jpg,NA (prediction),0.92971164,0.23668845,0.0026972895,NA28UCDtemporalgyri _4G8/0/25/34.jpg,"[525, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
796,cw13-0/cw13-0_27_41_24.jpg,NA (prediction),0.83719903,0.009160516,0.47886282,cw13-0/0/27/41.jpg,"[913, 1280, 256, 256]",consensus_of_2,0,0,0,1,0,0
797,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_8_44.jpg,NA (prediction),0.27706346,0.99932075,6.623045e-05,17-3_UTSW_temporal_6E10/0/4/8.jpg,"[1230, 414, 256, 256]",consensus_of_2,0,1,0,0,0,0
798,cw13-0/cw13-0_12_11_9.jpg,NA (prediction),0.00012618126,0.00028832455000000004,0.9182062,cw13-0/0/12/11.jpg,"[927, 292, 256, 256]",consensus_of_2,0,0,0,1,0,0
799,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_44.jpg,NA (prediction),0.9064679,0.99545896,0.00018141429,NA37UCDtemporalgyri _4G8/0/17/23.jpg,"[1077, 822, 256, 256]",consensus_of_2,0,1,0,0,0,0
800,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_17_65.jpg,NA (prediction),0.035943218,0.99950135,0.00014012185,NA28UCDtemporalgyri _4G8/0/24/17.jpg,"[1203, 1048, 256, 256]",consensus_of_2,0,1,0,0,0,0
801,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_28_9.jpg,NA (prediction),0.99974567,0.024817357,2.5515035e-06,NA28UCDtemporalgyri _4G8/0/13/28.jpg,"[969, 0, 256, 256]",consensus_of_2,1,0,0,0,1,0
802,cw15-12/cw15-12_27_39_27.jpg,NA (prediction),0.39678618,0.0020436982,0.71826893,cw15-12/0/27/39.jpg,"[1270, 545, 256, 256]",consensus_of_2,0,0,0,1,0,0
803,cw18-48/cw18-48_14_20_2.jpg,NA (prediction),0.92697996,0.91446584,2.5981157e-05,cw18-48/0/14/20.jpg,"[951, 48, 256, 256]",consensus_of_2,0,1,0,0,0,0
804,cw13-0/cw13-0_14_21_42.jpg,NA (prediction),0.012996491,0.3560358,0.36696732,cw13-0/0/14/21.jpg,"[952, 677, 256, 256]",consensus_of_2,0,0,0,1,0,0
805,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_8_33_1.jpg,NA (prediction),1.3574526e-05,0.00088485796,0.9999958,NA15UCDtemporalgyri _4G8/0/8/33.jpg,"[187, 75, 256, 256]",consensus_of_2,0,0,1,0,0,0
806,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_13_31_13.jpg,NA (prediction),0.007107682,0.9924771,0.005286150600000001,NA23UCDtemporalgyri _4G8/0/13/31.jpg,"[0, 259, 256, 256]",consensus_of_2,0,1,0,0,0,0
807,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_18_16.jpg,NA (prediction),0.6432088,0.9988219000000002,0.00013018863999999998,NA28UCDtemporalgyri _4G8/0/8/18.jpg,"[1233, 1222, 256, 256]",consensus_of_2,0,1,0,0,0,0
808,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_13_29_28.jpg,NA (prediction),0.9092966,0.98632926,9.422817e-05,NA37UCDtemporalgyri _4G8/0/13/29.jpg,"[809, 716, 256, 256]",consensus_of_2,0,1,0,0,0,0
809,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_25_26_19.jpg,NA (prediction),0.14309555,0.99726367,0.0022320866,NA27UCDtemporalgyri _4G8/0/25/26.jpg,"[0, 591, 256, 256]",consensus_of_2,0,1,0,0,0,0
810,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_16_25.jpg,NA (prediction),0.42102656,0.8158395,0.1239004,NA28UCDtemporalgyri _4G8/0/17/16.jpg,"[74, 323, 256, 256]",consensus_of_2,0,1,0,0,0,0
811,cw13-0/cw13-0_14_21_40.jpg,NA (prediction),0.009104143,0.22506721,0.80800074,cw13-0/0/14/21.jpg,"[990, 534, 256, 256]",consensus_of_2,0,0,0,1,0,0
812,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_3_27.jpg,NA (prediction),0.9954848,0.9996381,2.4654316e-06,NA37UCDtemporalgyri _4G8/0/6/3.jpg,"[1105, 1068, 256, 256]",consensus_of_2,0,1,0,0,0,0
813,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_13.jpg,NA (prediction),0.0002688189,0.011857858999999998,0.9987866,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1140, 1280, 256, 256]",consensus_of_2,0,0,1,0,1,0
814,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_17.jpg,NA (prediction),0.98538095,0.028533058,0.014910173999999997,NA28UCDtemporalgyri _4G8/0/13/29.jpg,"[1280, 38, 256, 256]",consensus_of_2,0,1,0,0,1,1
815,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_12_17_49.jpg,NA (prediction),0.29627413,0.9992505,7.703569e-05,NA23UCDtemporalgyri _4G8/0/12/17.jpg,"[346, 1118, 256, 256]",consensus_of_2,0,1,0,0,0,0
816,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_9_10_0.jpg,NA (prediction),0.00010803926000000002,0.06762297,0.999286,NA7UCDtemporalgyri _4G8/0/9/10.jpg,"[657, 712, 256, 256]",consensus_of_2,0,0,1,0,0,0
817,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_15_15.jpg,NA (prediction),0.9951325,0.41954023,2.9033780000000007e-06,17-3_UTSW_temporal_6E10/0/10/15.jpg,"[326, 243, 256, 256]",consensus_of_2,1,0,0,0,0,0
818,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_12_33_22.jpg,NA (prediction),0.018148854,0.99998116,2.2805997999999995e-06,8-3_UTSW_temporal_6E10/0/12/33.jpg,"[327, 692, 256, 256]",consensus_of_2,0,1,0,0,0,0
819,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_14.jpg,NA (prediction),5.5905763e-05,0.72300625,1.0,8-3_UTSW_temporal_6E10/0/7/25.jpg,"[444, 394, 256, 256]",consensus_of_2,0,0,1,0,0,0
820,cw18-48/cw18-48_25_31_59.jpg,NA (prediction),0.6187843000000001,0.97819877,0.0080518015,cw18-48/0/25/31.jpg,"[126, 1185, 256, 256]",consensus_of_2,0,0,0,1,0,0
821,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_25_4.jpg,NA (prediction),0.21005394,0.24588558,0.11177903,NA23UCDtemporalgyri _4G8/0/7/25.jpg,"[888, 176, 256, 256]",consensus_of_2,0,0,0,1,0,0
822,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_32_35.jpg,NA (prediction),0.91701627,0.9946496,5.038353e-05,NA28UCDtemporalgyri _4G8/0/10/32.jpg,"[624, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
823,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_3_55.jpg,NA (prediction),5.8654266e-05,0.0043442254,0.99876034,NA28UCDtemporalgyri _4G8/0/16/3.jpg,"[1280, 1280, 256, 256]",consensus_of_2,0,0,0,1,0,0
824,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_17_30.jpg,NA (prediction),0.90880555,0.9987679,5.9400063e-06,NA28UCDtemporalgyri _4G8/0/23/17.jpg,"[1280, 555, 256, 256]",consensus_of_2,0,1,0,0,0,0
825,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_21_48.jpg,NA (prediction),0.944992,0.91524005,9.489363000000002e-05,NA37UCDtemporalgyri _4G8/0/8/21.jpg,"[1280, 1225, 256, 256]",consensus_of_2,0,1,0,0,0,0
826,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_26_10.jpg,NA (prediction),0.1804028,0.9948285,1.5442525000000002e-05,NA37UCDtemporalgyri _4G8/0/6/26.jpg,"[700, 78, 256, 256]",consensus_of_2,0,1,0,0,0,0
827,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_22_20.jpg,NA (prediction),0.90377223,0.9997625,0.0001061638,40-3_UTSW_temporal_6E10/0/10/22.jpg,"[1146, 453, 256, 256]",consensus_of_2,0,1,0,0,1,0
828,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_13_14_61.jpg,NA (prediction),0.9941526,0.9968867,1.4005283e-06,NA27UCDtemporalgyri _4G8/0/13/14.jpg,"[671, 1265, 256, 256]",consensus_of_2,0,1,0,0,0,0
829,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_28_22.jpg,NA (prediction),0.99996364,0.96806675,2.886226e-07,NA37UCDtemporalgyri _4G8/0/10/28.jpg,"[446, 679, 256, 256]",consensus_of_2,1,1,0,0,0,0
830,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_8_18.jpg,NA (prediction),0.7365724,0.99946696,0.00021254376,NA37UCDtemporalgyri _4G8/0/10/8.jpg,"[472, 432, 256, 256]",consensus_of_2,0,1,0,0,0,0
831,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_8_56.jpg,NA (prediction),0.98600173,0.9969998,0.0009392295,NA37UCDtemporalgyri _4G8/0/6/8.jpg,"[0, 1157, 256, 256]",consensus_of_2,0,1,0,0,0,0
832,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_18_40_6.jpg,NA (prediction),0.9744913,0.9531035,0.00023344347000000005,8-3_UTSW_temporal_6E10/0/18/40.jpg,"[0, 1280, 256, 256]",consensus_of_2,1,0,0,0,0,0
833,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_21_58.jpg,NA (prediction),0.99284184,0.6166783,0.004386058,NA28UCDtemporalgyri _4G8/0/11/21.jpg,"[0, 963, 256, 256]",consensus_of_2,0,1,0,0,0,0
834,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_5_8.jpg,NA (prediction),0.9974165,0.999754,1.1273619e-06,40-3_UTSW_temporal_6E10/0/10/5.jpg,"[270, 276, 256, 256]",consensus_of_2,0,1,0,0,0,0
835,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_19_24_14.jpg,NA (prediction),0.7493303000000001,0.9696843,7.264496999999999e-05,NA37UCDtemporalgyri _4G8/0/19/24.jpg,"[436, 467, 256, 256]",consensus_of_2,0,1,0,0,0,0
836,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_5_26.jpg,NA (prediction),0.9549055,0.8969030000000001,6.8025199999999985e-06,17-3_UTSW_temporal_6E10/0/3/5.jpg,"[0, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
837,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_21_13.jpg,NA (prediction),0.077155925,0.56478775,0.084575914,NA28UCDtemporalgyri _4G8/0/27/21.jpg,"[371, 778, 256, 256]",consensus_of_2,0,1,0,1,1,0
838,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_12_29_32.jpg,NA (prediction),0.975978,0.99949944,2.1117397e-05,40-3_UTSW_temporal_6E10/0/12/29.jpg,"[0, 852, 256, 256]",consensus_of_2,1,1,0,0,1,0
839,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_26_31.jpg,NA (prediction),0.8947794,0.9572532,3.0932635e-05,NA37UCDtemporalgyri _4G8/0/6/26.jpg,"[989, 718, 256, 256]",consensus_of_2,0,1,0,0,0,0
840,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_13_12_2.jpg,NA (prediction),0.9820005,0.99998903,1.0206345e-05,NA37UCDtemporalgyri _4G8/0/13/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
841,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_6_25_38.jpg,NA (prediction),0.49043125,0.9973757,2.161246e-05,NA27UCDtemporalgyri _4G8/0/6/25.jpg,"[802, 756, 256, 256]",consensus_of_2,0,1,0,0,0,0
842,cw13-0/cw13-0_15_21_8.jpg,NA (prediction),0.0013053039,0.0013673778,0.9773555,cw13-0/0/15/21.jpg,"[1100, 240, 256, 256]",consensus_of_2,0,0,0,1,0,0
843,cw15-12/cw15-12_27_39_104.jpg,NA (prediction),4.8164286e-05,1.6166416e-05,0.99998,cw15-12/0/27/39.jpg,"[1009, 1004, 256, 256]",consensus_of_2,0,0,0,1,0,0
844,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_32_33.jpg,NA (prediction),0.18864155,0.9985103,0.00083807716,NA28UCDtemporalgyri _4G8/0/10/32.jpg,"[605, 1187, 256, 256]",consensus_of_2,0,1,0,0,0,0
845,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_6_29_13.jpg,NA (prediction),0.0050369790000000005,0.999941,0.0004861752,NA28UCDtemporalgyri _4G8/0/6/29.jpg,"[1132, 675, 256, 256]",consensus_of_2,0,1,0,0,0,0
846,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_13_10.jpg,NA (prediction),6.7518806e-05,0.5978294,0.9999702,NA15UCDtemporalgyri _4G8/0/12/13.jpg,"[0, 354, 256, 256]",consensus_of_2,0,0,1,0,0,0
847,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_2_3.jpg,NA (prediction),0.0043669636,0.015369512,0.9383957,NA28UCDtemporalgyri _4G8/0/16/2.jpg,"[1280, 356, 256, 256]",consensus_of_2,0,0,0,1,0,0
848,cw13-0/cw13-0_28_15_13.jpg,NA (prediction),0.16693503,0.020476788,0.92077565,cw13-0/0/28/15.jpg,"[667, 492, 256, 256]",consensus_of_2,0,0,0,1,0,0
849,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_20_2.jpg,NA (prediction),0.9800504,0.9951279,9.7121054e-05,NA37UCDtemporalgyri _4G8/0/15/20.jpg,"[475, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
850,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_10_42.jpg,NA (prediction),0.15511274,0.9998418,6.036965700000001e-06,NA28UCDtemporalgyri _4G8/0/17/10.jpg,"[213, 1062, 256, 256]",consensus_of_2,0,1,0,0,0,0
851,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_3_33.jpg,NA (prediction),0.95097136,0.9948,1.9360891000000003e-06,NA37UCDtemporalgyri _4G8/0/9/3.jpg,"[115, 35, 256, 256]",consensus_of_2,0,1,0,0,0,0
852,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_29_29.jpg,NA (prediction),0.99167,0.7692464,1.406464e-07,NA28UCDtemporalgyri _4G8/0/24/29.jpg,"[141, 470, 256, 256]",consensus_of_2,0,1,0,0,0,0
853,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_27.jpg,NA (prediction),0.82612604,0.9975055,4.787436e-06,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[576, 414, 256, 256]",consensus_of_2,0,1,0,0,0,0
854,cw15-29/cw15-29_10_19_5.jpg,NA (prediction),0.031826038,0.04856772,0.12040155,cw15-29/0/10/19.jpg,"[1140, 378, 256, 256]",consensus_of_2,0,0,0,1,0,0
855,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_17_17_5.jpg,NA (prediction),0.991276,0.9943105,3.784679e-07,8-3_UTSW_temporal_6E10/0/17/17.jpg,"[0, 796, 256, 256]",consensus_of_2,0,1,0,0,0,0
856,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_16_2.jpg,NA (prediction),0.6025534,0.00027216267000000003,0.9992686,NA28UCDtemporalgyri _4G8/0/27/16.jpg,"[662, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
857,cw15-12/cw15-12_27_38_23.jpg,NA (prediction),0.008714206,0.0021947026,0.9894202,cw15-12/0/27/38.jpg,"[1280, 1169, 256, 256]",consensus_of_2,0,0,0,1,0,0
858,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_24_5.jpg,NA (prediction),0.67680985,0.8463574,0.0027878468,NA28UCDtemporalgyri _4G8/0/9/24.jpg,"[890, 21, 256, 256]",consensus_of_2,0,0,0,1,0,0
859,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_8_21_2.jpg,NA (prediction),2.2224033e-06,0.033765554,0.9839332,NA7UCDtemporalgyri _4G8/0/8/21.jpg,"[1192, 0, 256, 256]",consensus_of_2,0,0,1,0,1,0
860,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_39_6.jpg,NA (prediction),0.00029113767000000005,0.023091946,0.9996119,8-3_UTSW_temporal_6E10/0/15/39.jpg,"[423, 1001, 256, 256]",consensus_of_2,0,0,1,0,0,0
861,cw15-29/cw15-29_3_37_6.jpg,NA (prediction),0.019588195,0.30942646,0.26175305,cw15-29/0/3/37.jpg,"[681, 0, 256, 256]",consensus_of_2,0,0,0,1,0,0
862,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_13_31_6.jpg,NA (prediction),2.0100631e-05,0.06267727,0.9995846,NA23UCDtemporalgyri _4G8/0/13/31.jpg,"[79, 82, 256, 256]",consensus_of_2,0,0,1,0,0,0
863,cw13-0/cw13-0_23_14_14.jpg,NA (prediction),0.0017036304000000002,0.0019656538,0.97035336,cw13-0/0/23/14.jpg,"[1092, 1127, 256, 256]",consensus_of_2,0,0,0,1,0,0
864,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_4_39_2.jpg,NA (prediction),0.00018307919,0.09310372,0.98782665,NA28UCDtemporalgyri _4G8/0/4/39.jpg,"[913, 1053, 256, 256]",consensus_of_2,0,1,0,1,0,0
865,cw16-36/cw16-36_3_28_3.jpg,NA (prediction),7.4507116e-05,0.0035110044,0.85577685,cw16-36/0/3/28.jpg,"[14, 925, 256, 256]",consensus_of_2,0,0,0,1,0,0
866,cw13-0/cw13-0_19_18_2.jpg,NA (prediction),0.0031579921,0.00017641581,0.9235429,cw13-0/0/19/18.jpg,"[673, 0, 256, 256]",consensus_of_2,0,0,0,1,0,0
867,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_8_58.jpg,NA (prediction),0.9999496,0.94595844,4.280776e-06,NA28UCDtemporalgyri _4G8/0/16/8.jpg,"[695, 1157, 256, 256]",consensus_of_2,0,1,0,0,0,0
868,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_17_10_14.jpg,NA (prediction),6.4134816e-05,0.997654,0.9343042,NA7UCDtemporalgyri _4G8/0/17/10.jpg,"[1067, 1080, 256, 256]",consensus_of_2,0,0,1,0,1,0
