,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
3193,3193,3193,3193,2318,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_14_4_23.jpg,consensus_of_2,0.0,3.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/14/4.jpg,[922 953 256 256],None (label),0,1,0,0,0,0
3194,3194,3194,3194,2299,phase1/blobs/cw18-10/cw18-10_12_10_4.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-10/0/12/10.jpg,[1218    0  256  256],None (label),0,1,0,0,0,0
3195,3195,3195,3195,3237,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_24_20.jpg,NA (prediction),0.98027706,0.9981218,0.000115367206,40-3_UTSW_temporal_6E10/0/13/24.jpg,"[713, 297, 256, 256]",consensus_of_2,0,1,0,0,1,0
3196,3196,3196,3196,835,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_14.jpg,NA (prediction),0.3571805,0.9898768,4.10376e-05,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[1280, 220, 256, 256]",NP5,0,1,0,0,1,0
3197,3197,3197,3197,208,phase1/blobs/cw18-33/cw18-33_6_15_15.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/6/15.jpg,[1280 1052  256  256],None (label),0,1,0,0,0,0
3198,3198,3198,3198,3921,phase1/blobs/cw17-3/cw17-3_11_43_1.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/11/43.jpg,[305 716 256 256],None (label),0,0,1,0,0,0
3199,3199,3199,3199,4031,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/11/6.jpg,[573 813 256 256],None (label),0,0,1,0,0,0
3200,3200,3200,3200,2060,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_23_3.jpg,NA (prediction),7.945624e-05,0.0066378387,0.9972198,NA28UCDtemporalgyri _4G8/0/23/23.jpg,"[985, 500, 256, 256]",NP5,0,0,1,0,0,0
3201,3201,3201,3201,528,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_2_24_1.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/2/24.jpg,[404   0 256 256],None (label),0,1,0,0,0,0
3202,3202,3202,3202,1233,phase1/blobs/cw18-2/cw18-2_11_16_15.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/11/16.jpg,[1280 1280  256  256],None (label),0,0,1,0,1,0
3203,3203,3203,3203,779,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_6_82.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/6.jpg,[ 917 1253  256  256],None (label),1,0,0,0,0,0
3204,3204,3204,3204,722,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_16_33_35.jpg,consensus_of_2,3.0,4.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/16/33.jpg,[ 300 1079  256  256],None (label),1,1,0,0,1,0
3205,3205,3205,3205,6139,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_15_12_0.jpg,NA (prediction),4.087797e-05,0.6956505999999999,0.9989083,NA7UCDtemporalgyri _4G8/0/15/12.jpg,"[0, 283, 256, 256]",consensus_of_2,0,0,1,0,0,0
3206,3206,3206,3206,2525,cw15-29/cw15-29_10_7_21.jpg,NA (prediction),1.7708042e-05,3.8291930000000006e-06,0.99662966,cw15-29/0/10/7.jpg,"[645, 988, 256, 256]",NP5,0,0,0,1,1,0
3207,3207,3207,3207,1860,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_15_3_43.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/15/3.jpg,[207 995 256 256],None (label),0,1,0,0,0,0
3208,3208,3208,3208,5768,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_37.jpg,NA (prediction),0.01985325,0.9967278,0.019242357,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[873, 1066, 256, 256]",consensus_of_2,0,1,0,0,0,0
3209,3209,3209,3209,6015,cw15-12/cw15-12_9_20_37.jpg,NA (prediction),0.03374687,0.024484174,0.8725360000000001,cw15-12/0/9/20.jpg,"[364, 497, 256, 256]",consensus_of_2,0,0,0,1,1,0
3210,3210,3210,3210,3459,phase1/blobs/cw17-3/cw17-3_6_14_10.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw17-3/0/6/14.jpg,[ 693 1142  256  256],None (label),0,1,0,0,0,0
3211,3211,3211,3211,3678,phase1/blobs/cw17-11/cw17-11_17_14_2.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-11/0/17/14.jpg,[650   0 256 256],None (label),0,1,0,0,1,0
3212,3212,3212,3212,1992,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_20_17_41.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/20/17.jpg,[1280  574  256  256],None (label),1,0,0,0,0,0
3213,3213,3213,3213,2332,phase1/blobs/cw15-31/cw15-31_23_36_5.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw15-31/0/23/36.jpg,[931 708 256 256],None (label),0,1,0,0,0,0
3214,3214,3214,3214,1677,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_13_12_16.jpg,NA (prediction),0.70838577,0.9618234,5.5537843e-05,NA37UCDtemporalgyri _4G8/0/13/12.jpg,"[1069, 373, 256, 256]",NP5,0,1,0,0,0,0
3215,3215,3215,3215,4007,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_11_5.jpg,NA (prediction),0.060505964,0.9999088,1.5091697e-05,NA37UCDtemporalgyri _4G8/0/17/11.jpg,"[886, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
3216,3216,3216,3216,3502,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_9_13.jpg,NA (prediction),0.8297996999999999,0.98510426,0.0007986800599999999,17-3_UTSW_temporal_6E10/0/4/9.jpg,"[1250, 929, 256, 256]",consensus_of_2,0,1,0,0,0,0
3217,3217,3217,3217,4546,cw18-48/cw18-48_25_31_11.jpg,NA (prediction),0.39829618,0.92792386,0.010855998,cw18-48/0/25/31.jpg,"[548, 365, 256, 256]",consensus_of_2,0,0,0,1,0,0
3218,3218,3218,3218,3433,phase1/blobs/cw17-34/cw17-34_5_16_17.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw17-34/0/5/16.jpg,[ 944 1280  256  256],None (label),1,0,0,0,0,0
3219,3219,3219,3219,2471,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_23.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[1280  415  256  256],None (label),0,0,0,0,1,1
3220,3220,3220,3220,1571,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_9_10_4.jpg,NA (prediction),0.99835396,0.0959985,1.1157643e-06,NA15UCDtemporalgyri _4G8/0/9/10.jpg,"[0, 210, 256, 256]",NP5,0,0,0,0,1,1
3221,3221,3221,3221,3449,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_24_17_32.jpg,NA (prediction),0.93184876,0.93586195,2.5529854e-07,NA27UCDtemporalgyri _4G8/0/24/17.jpg,"[204, 777, 256, 256]",consensus_of_2,0,1,0,0,0,0
3222,3222,3222,3222,2776,cw15-29/cw15-29_13_6_23.jpg,NA (prediction),0.00044099055,0.0013533282,0.92589194,cw15-29/0/13/6.jpg,"[723, 1280, 256, 256]",NP5,0,0,0,1,1,0
3223,3223,3223,3223,1190,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_4_7.jpg,NA (prediction),0.2016499,0.9584644,0.0012578322,NA28UCDtemporalgyri _4G8/0/15/4.jpg,"[60, 117, 256, 256]",NP5,0,1,0,0,0,0
3224,3224,3224,3224,1396,phase1/blobs/cw18-10/cw18-10_18_35_5.jpg,NP5,0.0,0.0,1.0,phase1/10x_tiles/cw18-10/0/18/35.jpg,[537 278 256 256],None (label),0,0,1,0,0,0
3225,3225,3225,3225,1489,phase1/blobs/cw18-33/cw18-33_18_2_2.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/18/2.jpg,[  0 788 256 256],None (label),0,1,0,0,1,0
3226,3226,3226,3226,2412,cw13-0/cw13-0_8_18_8.jpg,NA (prediction),0.00023860607000000008,0.13604829999999998,0.95436054,cw13-0/0/8/18.jpg,"[674, 273, 256, 256]",NP5,0,0,0,1,1,0
3227,3227,3227,3227,2884,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_5_19_1.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/5/19.jpg,[ 449 1173  256  256],None (label),1,0,0,0,0,0
3228,3228,3228,3228,3989,phase1/blobs/cw18-2/cw18-2_4_9_5.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/4/9.jpg,[1266  815  256  256],None (label),0,0,1,0,0,0
3229,3229,3229,3229,1042,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_21_16_12.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/21/16.jpg,[ 99 211 256 256],None (label),0,1,0,0,0,0
3230,3230,3230,3230,210,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_11_24.jpg,NA (prediction),0.93993753,0.20692976,0.050069332,NA28UCDtemporalgyri _4G8/0/14/11.jpg,"[339, 1280, 256, 256]",NP5,1,0,0,0,0,0
3231,3231,3231,3231,30,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_43.jpg,NA (prediction),0.4407035,0.9084493,0.0019556826,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[292, 1171, 256, 256]",NP5,0,1,0,0,0,0
3232,3232,3232,3232,4028,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_21_13.jpg,NA (prediction),0.13932694,0.99960667,0.00034221675000000004,NA37UCDtemporalgyri _4G8/0/10/21.jpg,"[816, 477, 256, 256]",consensus_of_2,0,1,0,0,0,0
3233,3233,3233,3233,257,phase1/blobs/cw16-4/cw16-4_20_34_2.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw16-4/0/20/34.jpg,[ 88 731 256 256],None (label),1,0,0,0,0,0
3234,3234,3234,3234,3841,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_8_19_1.jpg,NA (prediction),0.98490775,0.99082863,4.5362034e-05,40-3_UTSW_temporal_6E10/0/8/19.jpg,"[1280, 0, 256, 256]",consensus_of_2,1,0,0,0,0,0
3235,3235,3235,3235,4059,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_21_46.jpg,NA (prediction),0.85031474,0.9963983,4.3391392e-05,NA23UCDtemporalgyri _4G8/0/7/21.jpg,"[510, 997, 256, 256]",consensus_of_2,0,1,0,0,0,0
3236,3236,3236,3236,5025,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_31_11.jpg,NA (prediction),0.27568588,0.9395814,0.06243002,NA15UCDtemporalgyri _4G8/0/14/31.jpg,"[1265, 114, 256, 256]",consensus_of_2,0,1,0,0,1,0
3237,3237,3237,3237,4384,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_31.jpg,NA (prediction),0.97468555,0.980984,0.00016850856,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[519, 149, 256, 256]",consensus_of_2,0,1,0,0,0,0
3238,3238,3238,3238,2835,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_11_15_28.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/11/15.jpg,[  0 983 256 256],None (label),1,0,0,0,0,0
3239,3239,3239,3239,1512,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_26_6.jpg,NA (prediction),0.9497742,0.81750864,0.0033986853000000003,NA28UCDtemporalgyri _4G8/0/10/26.jpg,"[0, 0, 256, 256]",NP5,0,1,0,0,0,0
3240,3240,3240,3240,2089,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_10_23_34.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/10/23.jpg,[  39 1119  256  256],None (label),0,1,0,0,0,0
3241,3241,3241,3241,702,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_7_31_59.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/7/31.jpg,[ 431 1280  256  256],None (label),1,0,0,0,0,0
3242,3242,3242,3242,3588,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_14_27_7.jpg,NA (prediction),0.99695754,0.9910306,6.476321e-06,40-3_UTSW_temporal_6E10/0/14/27.jpg,"[2, 53, 256, 256]",consensus_of_2,1,0,0,0,1,0
3243,3243,3243,3243,503,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_20_13_16.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/20/13.jpg,[226 639 256 256],None (label),0,1,0,0,0,0
3244,3244,3244,3244,5830,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_32_7.jpg,NA (prediction),0.007651564,0.0015386378,0.9999707,NA15UCDtemporalgyri _4G8/0/14/32.jpg,"[479, 1193, 256, 256]",consensus_of_2,0,0,1,0,1,0
3245,3245,3245,3245,6329,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_18_31_36.jpg,NA (prediction),0.17645557,0.031619526,0.99802727,NA23UCDtemporalgyri _4G8/0/18/31.jpg,"[1091, 863, 256, 256]",consensus_of_2,0,0,1,0,0,0
3246,3246,3246,3246,1345,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_24_15_1.jpg,NP5,0.0,0.0,1.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/24/15.jpg,[446 210 256 256],None (label),0,0,1,0,0,0
3247,3247,3247,3247,2228,cw15-12/cw15-12_9_20_82.jpg,NA (prediction),0.0027189427,0.025155457000000003,0.84538275,cw15-12/0/9/20.jpg,"[453, 1005, 256, 256]",NP5,0,0,0,1,1,0
3248,3248,3248,3248,1582,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_3_5.jpg,NA (prediction),0.60158455,0.7556611,7.5877183e-06,NA37UCDtemporalgyri _4G8/0/15/3.jpg,"[388, 8, 256, 256]",NP5,0,1,0,0,0,0
3249,3249,3249,3249,2248,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_15_14_56.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/15/14.jpg,[ 186 1107  256  256],None (label),0,1,0,0,0,0
3250,3250,3250,3250,4451,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_27_23.jpg,NA (prediction),0.99997854,0.06662672,3.0703154e-07,NA28UCDtemporalgyri _4G8/0/10/27.jpg,"[93, 526, 256, 256]",consensus_of_2,1,0,0,0,0,0
3251,3251,3251,3251,6197,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_21_43.jpg,NA (prediction),0.020143408,0.97708976,0.00013248187,8-3_UTSW_temporal_6E10/0/7/21.jpg,"[0, 266, 256, 256]",consensus_of_2,0,1,0,0,0,0
3252,3252,3252,3252,372,phase1/blobs/cw18-33/cw18-33_7_29_9.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/7/29.jpg,[1280  563  256  256],None (label),1,0,0,0,0,0
3253,3253,3253,3253,4846,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_18_3.jpg,NA (prediction),0.8906700999999999,0.9989343,0.00028758577999999995,NA37UCDtemporalgyri _4G8/0/17/18.jpg,"[853, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
3254,3254,3254,3254,88,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_7_20_3.jpg,NA (prediction),0.93213135,0.06370736,5.9367758e-05,40-3_UTSW_temporal_6E10/0/7/20.jpg,"[376, 77, 256, 256]",NP5,1,0,0,0,0,0
3255,3255,3255,3255,2006,phase1/blobs/cw15-31/cw15-31_12_10_4.jpg,consensus_of_2,5.0,1.0,0.0,phase1/10x_tiles/cw15-31/0/12/10.jpg,[516   0 256 256],None (label),0,1,0,0,0,0
3256,3256,3256,3256,915,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_8_33.jpg,NA (prediction),0.3262325,0.9404573,0.00048666462,NA28UCDtemporalgyri _4G8/0/20/8.jpg,"[1069, 1227, 256, 256]",NP5,0,1,0,0,0,0
3257,3257,3257,3257,4347,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_62.jpg,NA (prediction),0.66204023,0.9961771,4.069038e-06,NA28UCDtemporalgyri _4G8/0/22/11.jpg,"[168, 1013, 256, 256]",consensus_of_2,0,1,0,0,1,0
3258,3258,3258,3258,448,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_20_38_1.jpg,NA (prediction),0.9638076,0.50796425,0.00011064357,8-3_UTSW_temporal_6E10/0/20/38.jpg,"[1, 0, 256, 256]",NP5,1,0,0,0,0,0
3259,3259,3259,3259,6364,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_38.jpg,NA (prediction),0.029981,0.008591503,0.89776915,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[213, 841, 256, 256]",consensus_of_2,0,0,1,0,0,0
3260,3260,3260,3260,759,cw18-48/cw18-48_13_19_2.jpg,NA (prediction),0.26489413,0.21438622,0.038431242,cw18-48/0/13/19.jpg,"[675, 283, 256, 256]",NP5,0,0,0,1,0,0
3261,3261,3261,3261,2714,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_3_4.jpg,NA (prediction),0.0017155886,0.99713194,0.940556,17-3_UTSW_temporal_6E10/0/10/3.jpg,"[1145, 1280, 256, 256]",NP5,0,1,0,0,0,0
3262,3262,3262,3262,2102,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_19_23_2.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/19/23.jpg,[1089  225  256  256],None (label),1,0,0,0,0,0
3263,3263,3263,3263,997,phase1/blobs/cw18-18/cw18-18_1_33_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/1/33.jpg,[1280 1023  256  256],None (label),0,1,0,0,0,0
3264,3264,3264,3264,4572,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_21_3_28.jpg,NA (prediction),0.99995434,0.9208066,6.2525527e-09,17-3_UTSW_temporal_6E10/0/21/3.jpg,"[978, 680, 256, 256]",consensus_of_2,1,0,0,0,0,0
3265,3265,3265,3265,20,cw18-48/cw18-48_17_6_2.jpg,NA (prediction),0.99596775,0.040267434,0.008733941,cw18-48/0/17/6.jpg,"[0, 0, 256, 256]",NP5,0,0,0,0,0,1
3266,3266,3266,3266,1176,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_22_26_2.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/22/26.jpg,[821 955 256 256],None (label),0,0,1,0,0,0
3267,3267,3267,3267,551,phase1/blobs/cw18-18/cw18-18_10_11_30.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/10/11.jpg,[ 333 1048  256  256],None (label),0,1,0,0,0,0
3268,3268,3268,3268,744,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_10_23_34.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/10/23.jpg,[  39 1119  256  256],None (label),0,1,0,0,0,0
3269,3269,3269,3269,2160,cw18-48/cw18-48_15_35_30.jpg,NA (prediction),0.0050207335,0.06023957200000001,0.40174842,cw18-48/0/15/35.jpg,"[1165, 190, 256, 256]",NP5,0,0,0,1,1,0
3270,3270,3270,3270,1903,cw13-0/cw13-0_14_22_2.jpg,NA (prediction),0.00033052470000000003,0.13121648,0.9887245,cw13-0/0/14/22.jpg,"[751, 170, 256, 256]",NP5,0,0,0,1,1,0
3271,3271,3271,3271,3522,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_13_27_11.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/13/27.jpg,[ 958 1168  256  256],None (label),0,1,0,0,0,0
3272,3272,3272,3272,3636,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_23_32.jpg,NA (prediction),0.9821307,0.98318577,4.8934624e-05,40-3_UTSW_temporal_6E10/0/13/23.jpg,"[758, 1034, 256, 256]",consensus_of_2,0,1,0,0,0,0
3273,3273,3273,3273,5887,cw13-0/cw13-0_25_27_6.jpg,NA (prediction),0.0029143833,0.00092630496,0.5432272,cw13-0/0/25/27.jpg,"[960, 400, 256, 256]",consensus_of_2,0,0,0,1,1,0
3274,3274,3274,3274,3344,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_22_36_21.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/22/36.jpg,[1260  679  256  256],None (label),1,0,0,0,0,0
3275,3275,3275,3275,3578,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_22_46.jpg,NA (prediction),0.9617529,0.8505191999999999,0.0003388269,NA28UCDtemporalgyri _4G8/0/20/22.jpg,"[73, 890, 256, 256]",consensus_of_2,0,1,0,0,0,0
3276,3276,3276,3276,4283,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_11_61.jpg,NA (prediction),0.9863224,0.6839745,2.3138623e-06,17-3_UTSW_temporal_6E10/0/14/11.jpg,"[610, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
3277,3277,3277,3277,4252,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_2_2.jpg,NA (prediction),0.68869007,0.99884546,0.00012607746,NA28UCDtemporalgyri _4G8/0/15/2.jpg,"[1133, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
3278,3278,3278,3278,4882,cw13-0/cw13-0_14_21_41.jpg,NA (prediction),0.004007605,0.00076498534,0.9994962,cw13-0/0/14/21.jpg,"[1280, 637, 256, 256]",consensus_of_2,0,0,0,0,1,1
3279,3279,3279,3279,3785,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_17_27_20.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/17/27.jpg,[754   0 256 256],None (label),0,1,0,0,1,0
3280,3280,3280,3280,5607,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_23_48.jpg,NA (prediction),0.003849667,0.013250369,0.97979945,NA23UCDtemporalgyri _4G8/0/4/23.jpg,"[68, 680, 256, 256]",consensus_of_2,0,0,1,0,0,0
3281,3281,3281,3281,5965,cw13-0/cw13-0_24_14_4.jpg,NA (prediction),7.347963000000001e-05,2.187708e-05,0.9999739,cw13-0/0/24/14.jpg,"[1100, 179, 256, 256]",consensus_of_2,0,0,0,1,1,0
3282,3282,3282,3282,5904,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_33_4.jpg,NA (prediction),0.0033914817,0.7163765000000001,0.9359361,NA23UCDtemporalgyri _4G8/0/14/33.jpg,"[0, 490, 256, 256]",consensus_of_2,0,0,0,1,1,0
3283,3283,3283,3283,604,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_42.jpg,NA (prediction),0.72170824,0.66806257,0.039921284,NA28UCDtemporalgyri _4G8/0/22/11.jpg,"[795, 725, 256, 256]",NP5,0,1,0,0,0,0
3284,3284,3284,3284,693,phase1/blobs/cw17-32/cw17-32_7_19_13.jpg,consensus_of_2,3.0,4.0,0.0,phase1/10x_tiles/cw17-32/0/7/19.jpg,[  0 236 256 256],None (label),0,1,0,0,0,0
3285,3285,3285,3285,2533,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_18_29_9.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/18/29.jpg,[ 236 1280  256  256],None (label),0,0,1,0,0,0
3286,3286,3286,3286,997,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_26_58.jpg,NA (prediction),0.93146074,0.21033081,0.00034533386,NA28UCDtemporalgyri _4G8/0/10/26.jpg,"[316, 1128, 256, 256]",NP5,0,1,0,0,0,0
3287,3287,3287,3287,982,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_12_20_15.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/12/20.jpg,[1158  453  256  256],None (label),0,1,0,0,0,0
3288,3288,3288,3288,3369,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_5_22_1.jpg,consensus_of_2,3.0,1.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/5/22.jpg,[960 666 256 256],None (label),1,0,0,0,0,0
3289,3289,3289,3289,79,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_8_5_27.jpg,NP5,0.0,0.0,1.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/8/5.jpg,[1280 1280  256  256],None (label),0,1,0,0,0,0
3290,3290,3290,3290,490,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_17_6_18.jpg,NA (prediction),0.9999963,0.022202916,6.4735866e-09,17-3_UTSW_temporal_6E10/0/17/6.jpg,"[1053, 292, 256, 256]",NP5,1,0,0,0,0,0
3291,3291,3291,3291,4031,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_27_0.jpg,NA (prediction),0.70183223,0.93812,0.00014671556999999998,NA23UCDtemporalgyri _4G8/0/8/27.jpg,"[536, 37, 256, 256]",consensus_of_2,0,1,0,0,0,0
