,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
255,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_12.jpg,NA (prediction),0.00018095766,0.21797147,0.08166210000000003,8-3_UTSW_temporal_6E10/0/7/25.jpg,"[420, 153, 256, 256]",NP2,0,1,0,0,0,0
256,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_22_5.jpg,NA (prediction),0.9547738000000001,0.79284763,9.111981e-06,NA28UCDtemporalgyri _4G8/0/16/22.jpg,"[984, 0, 256, 256]",NP2,0,1,0,0,0,0
257,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_2.jpg,NA (prediction),0.9852733,0.9823856,5.6844019999999995e-05,NA37UCDtemporalgyri _4G8/0/7/27.jpg,"[911, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
258,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_11_10_8.jpg,NA (prediction),0.99911135,0.28446555,4.3744856e-07,NA23UCDtemporalgyri _4G8/0/11/10.jpg,"[786, 740, 256, 256]",NP2,0,1,0,0,0,0
259,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_26.jpg,NA (prediction),0.99216676,0.9999379,3.0044845999999997e-05,NA37UCDtemporalgyri _4G8/0/17/23.jpg,"[1280, 427, 256, 256]",consensus_of_2,0,1,0,0,0,0
260,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_18_50.jpg,NA (prediction),0.24702689999999997,0.9716109,5.048863e-06,NA27UCDtemporalgyri _4G8/0/23/18.jpg,"[443, 1252, 256, 256]",consensus_of_2,0,1,0,0,0,0
261,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_1_32_7.jpg,NA (prediction),0.91607845,0.38020083,7.487236400000003e-06,8-3_UTSW_temporal_6E10/0/1/32.jpg,"[160, 102, 256, 256]",NP2,0,1,0,0,0,0
262,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_18_25_20.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/18/25.jpg,[1108 1124  256  256],None (label),0,1,0,0,0,0
263,phase1/blobs/cw17-11/cw17-11_23_26_29.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/cw17-11/0/23/26.jpg,[976 669 256 256],None (label),0,1,0,0,0,0
264,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_2_8.jpg,NA (prediction),0.004215364,0.00032110022999999995,0.9748507,NA28UCDtemporalgyri _4G8/0/16/2.jpg,"[1223, 1280, 256, 256]",consensus_of_2,0,0,0,1,0,0
265,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_25_20_2.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/25/20.jpg,[1102    0  256  256],None (label),1,0,0,0,0,0
266,phase1/blobs/cw17-34/cw17-34_1_12_13.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/1/12.jpg,[1205  731  256  256],None (label),1,0,0,0,0,0
267,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_31_13.jpg,NA (prediction),0.9998800999999999,0.44512114,9.365424499999999e-07,NA28UCDtemporalgyri _4G8/0/11/31.jpg,"[1159, 728, 256, 256]",consensus_of_2,1,0,0,0,0,0
268,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_4_13_1.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/4/13.jpg,[1269  407  256  256],None (label),0,0,0,0,1,1
269,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_2_18_6.jpg,NA (prediction),0.06283075,0.99925643,0.42101824,NA37UCDtemporalgyri _4G8/0/2/18.jpg,"[917, 344, 256, 256]",consensus_of_2,0,1,0,0,0,0
270,phase1/blobs/cw17-3/cw17-3_15_14_8.jpg,NP2,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/15/14.jpg,[274 168 256 256],None (label),0,1,1,0,1,0
271,cw13-0/cw13-0_11_14_5.jpg,NA (prediction),4.864184e-05,0.012162812,0.45875075,cw13-0/0/11/14.jpg,"[161, 0, 256, 256]",NP2,0,0,0,1,0,0
272,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_28_26.jpg,NA (prediction),0.97719043,0.62359273,0.000106311505,17-3_UTSW_temporal_6E10/0/12/28.jpg,"[291, 615, 256, 256]",NP2,0,1,0,0,0,0
273,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_25_2.jpg,NA (prediction),0.98895115,0.5622425999999999,7.164002e-05,NA37UCDtemporalgyri _4G8/0/18/25.jpg,"[249, 0, 256, 256]",NP2,0,1,0,0,0,0
274,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_34_18.jpg,NA (prediction),0.0022142848000000002,0.7070909000000001,3.4863104e-05,NA28UCDtemporalgyri _4G8/0/25/34.jpg,"[947, 695, 256, 256]",NP2,0,1,0,0,0,0
275,cw13-0/cw13-0_11_14_30.jpg,NA (prediction),1.5080057999999993e-05,0.0032425696999999996,0.14214236,cw13-0/0/11/14.jpg,"[357, 113, 256, 256]",NP2,0,0,0,1,0,0
276,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_6_32_38.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/6/32.jpg,[   0 1247  256  256],None (label),0,1,0,0,0,0
277,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_18_34.jpg,NA (prediction),0.8345929,0.9892985999999999,3.1708459999999994e-05,NA28UCDtemporalgyri _4G8/0/8/18.jpg,"[1136, 1016, 256, 256]",NP2,0,1,0,0,0,0
278,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_16_26_14.jpg,NA (prediction),0.12787983,0.9261437,0.01616812,NA27UCDtemporalgyri _4G8/0/16/26.jpg,"[754, 283, 256, 256]",consensus_of_2,0,1,0,0,0,0
279,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_8_13_25.jpg,NA (prediction),0.9919452,0.88660264,8.714274000000001e-06,40-3_UTSW_temporal_6E10/0/8/13.jpg,"[145, 1062, 256, 256]",NP2,1,0,0,0,0,0
280,cw13-0/cw13-0_15_21_24.jpg,NA (prediction),0.003620952800000001,0.02575571,0.9706918999999999,cw13-0/0/15/21.jpg,"[671, 819, 256, 256]",consensus_of_2,0,0,0,1,0,0
281,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_11_12.jpg,NA (prediction),0.9915706,0.85177654,3.6177128e-06,NA28UCDtemporalgyri _4G8/0/16/11.jpg,"[329, 711, 256, 256]",consensus_of_2,0,1,0,0,0,0
282,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_18_8.jpg,NA (prediction),0.22026645,0.99971026,4.4757834999999996e-05,NA37UCDtemporalgyri _4G8/0/17/18.jpg,"[882, 62, 256, 256]",consensus_of_2,0,1,0,0,0,0
283,phase1/blobs/cw17-11/cw17-11_7_30_10.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/7/30.jpg,[703 711 256 256],None (label),0,0,1,0,0,0
284,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_34_32.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/34.jpg,[   2 1071  256  256],None (label),0,1,0,0,0,0
285,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_21_66.jpg,NA (prediction),0.08093325,0.71029836,1.4935718e-05,NA28UCDtemporalgyri _4G8/0/9/21.jpg,"[1069, 1280, 256, 256]",NP2,0,1,0,0,0,0
286,phase1/blobs/cw18-10/cw18-10_15_36_0.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-10/0/15/36.jpg,[1108 1275  256  256],None (label),0,0,0,0,1,1
287,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_28_5.jpg,NA (prediction),6.0929546e-05,0.0015904094,0.94235283,NA28UCDtemporalgyri _4G8/0/8/28.jpg,"[805, 269, 256, 256]",consensus_of_2,0,0,0,1,0,0
288,phase1/blobs/cw17-3/cw17-3_11_43_16.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/cw17-3/0/11/43.jpg,[ 247 1066  256  256],None (label),0,0,0,1,0,0
289,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_11_16_0.jpg,NA (prediction),0.9958531999999999,0.026245538,2.7683390000000004e-07,NA23UCDtemporalgyri _4G8/0/11/16.jpg,"[825, 764, 256, 256]",NP2,1,0,0,0,0,0
290,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_33_23.jpg,NA (prediction),0.9977164000000001,0.15247528,2.0100179e-06,NA28UCDtemporalgyri _4G8/0/23/33.jpg,"[829, 1087, 256, 256]",consensus_of_2,1,0,0,0,0,0
291,phase1/blobs/cw17-11/cw17-11_22_20_21.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-11/0/22/20.jpg,[1124  542  256  256],None (label),0,1,0,0,0,0
292,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_8_25.jpg,NA (prediction),0.94556165,0.022420084,1.1966825e-09,NA37UCDtemporalgyri _4G8/0/5/8.jpg,"[74, 1160, 256, 256]",NP2,0,1,0,0,0,0
293,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_19_39.jpg,NA (prediction),0.8911594999999999,0.8700462999999999,6.941373e-05,NA37UCDtemporalgyri _4G8/0/17/19.jpg,"[1140, 1280, 256, 256]",NP2,0,1,0,0,0,0
294,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_17_17.jpg,NA (prediction),0.9204969999999999,0.8873610999999999,0.00013994426000000002,40-3_UTSW_temporal_6E10/0/6/17.jpg,"[1186, 355, 256, 256]",NP2,0,1,0,0,0,0
295,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_25_29.jpg,NA (prediction),0.9076704,0.6890333000000001,3.951302600000001e-07,NA37UCDtemporalgyri _4G8/0/15/25.jpg,"[802, 1068, 256, 256]",NP2,0,1,0,0,0,0
296,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_11.jpg,NA (prediction),0.9321881999999999,0.9706815000000001,0.00022103777000000009,NA37UCDtemporalgyri _4G8/0/7/27.jpg,"[799, 37, 256, 256]",consensus_of_2,0,1,0,0,0,0
297,cw15-29/cw15-29_11_22_4.jpg,NA (prediction),2.544271e-05,0.00042926532,0.9270992,cw15-29/0/11/22.jpg,"[374, 1280, 256, 256]",NP2,0,0,0,1,0,0
298,cw13-0/cw13-0_14_10_17.jpg,NA (prediction),7.839878e-05,0.008180049,0.13571332,cw13-0/0/14/10.jpg,"[1126, 382, 256, 256]",NP2,0,0,0,1,0,0
299,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_9_16_37.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/9/16.jpg,[103 796 256 256],None (label),0,1,0,0,0,0
300,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_4_3_1.jpg,NA (prediction),0.002091013,0.0029479195,0.9915764000000001,NA7UCDtemporalgyri _4G8/0/4/3.jpg,"[1197, 673, 256, 256]",consensus_of_2,0,0,0,0,0,1
301,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_25.jpg,NA (prediction),0.00012741950000000002,0.55451965,0.9760389000000002,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1280, 791, 256, 256]",consensus_of_2,0,0,0,1,0,0
302,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_16_32_24.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/16/32.jpg,[1159  200  256  256],None (label),0,1,0,0,0,0
303,phase1/blobs/cw17-11/cw17-11_20_15_20.jpg,consensus_of_2,2.0,4.0,0.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1280  953  256  256],None (label),0,1,0,0,0,0
304,phase1/blobs/cw17-34/cw17-34_22_10_11.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw17-34/0/22/10.jpg,[584 271 256 256],None (label),0,0,0,0,1,1
305,cw15-12/cw15-12_28_37_78.jpg,NA (prediction),0.00034589265,4.0613628e-05,0.9997476999999999,cw15-12/0/28/37.jpg,"[1280, 1090, 256, 256]",consensus_of_2,0,0,0,1,0,0
306,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_19_29_46.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/19/29.jpg,[587 747 256 256],None (label),0,1,0,0,0,0
307,cw15-29/cw15-29_10_7_17.jpg,NA (prediction),1.2317025e-06,0.0006670652000000001,0.8950613000000002,cw15-29/0/10/7.jpg,"[632, 911, 256, 256]",NP2,0,0,0,1,0,0
308,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_31_13.jpg,NA (prediction),1.6864562e-05,0.002690094,0.88402486,NA28UCDtemporalgyri _4G8/0/24/31.jpg,"[1280, 1258, 256, 256]",NP2,0,0,0,1,0,0
309,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_9_6_1.jpg,NA (prediction),7.1734770000000004e-06,0.12821099,0.9951691999999999,NA7UCDtemporalgyri _4G8/0/9/6.jpg,"[245, 974, 256, 256]",consensus_of_2,0,0,0,0,0,1
310,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_20_34_0.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/20/34.jpg,[593   0 256 256],None (label),1,0,0,0,0,0
311,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_22_6.jpg,NA (prediction),0.0963144,0.9985128000000001,0.0035060013,40-3_UTSW_temporal_6E10/0/13/22.jpg,"[0, 51, 256, 256]",consensus_of_2,0,1,0,0,0,0
312,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_12_23_27.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/12/23.jpg,[1143 1280  256  256],None (label),1,0,0,0,0,0
313,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_21_4_40.jpg,NA (prediction),0.99714077,0.99235183,9.59635e-06,17-3_UTSW_temporal_6E10/0/21/4.jpg,"[0, 841, 256, 256]",consensus_of_2,1,0,0,0,0,0
314,cw15-29/cw15-29_1_6_47.jpg,NA (prediction),0.00033739317000000004,0.03022497,0.95506,cw15-29/0/1/6.jpg,"[1090, 1279, 256, 256]",NP2,0,0,0,1,0,0
315,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_21_3.jpg,NA (prediction),1.3059997000000002e-07,1.0488392e-05,0.9999988000000001,8-3_UTSW_temporal_6E10/0/7/21.jpg,"[269, 0, 256, 256]",NP2,0,0,0,0,1,1
316,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_27_13.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/27.jpg,[596 810 256 256],None (label),0,1,0,0,0,0
317,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_12_30_18.jpg,NA (prediction),0.06517984,0.9687732,0.0018986795,40-3_UTSW_temporal_6E10/0/12/30.jpg,"[608, 530, 256, 256]",NP2,0,1,0,0,0,0
318,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_19_12_17.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/19/12.jpg,[  0 512 256 256],None (label),1,0,0,0,0,0
319,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_2_8.jpg,NA (prediction),0.9851870999999999,0.9979405000000001,3.999518e-06,NA37UCDtemporalgyri _4G8/0/12/2.jpg,"[105, 95, 256, 256]",consensus_of_2,0,1,0,0,0,0
320,phase1/blobs/cw17-34/cw17-34_3_14_0.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/cw17-34/0/3/14.jpg,[  0  34 256 256],None (label),0,1,0,0,0,0
321,cw13-0/cw13-0_24_14_5.jpg,NA (prediction),0.00026592457999999997,4.5049237000000004e-05,0.99720865,cw13-0/0/24/14.jpg,"[1175, 254, 256, 256]",consensus_of_2,0,0,0,1,0,0
322,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_22_73.jpg,NA (prediction),0.52555394,0.81720656,4.4639343e-08,NA28UCDtemporalgyri _4G8/0/11/22.jpg,"[145, 517, 256, 256]",NP2,0,0,0,1,0,0
323,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_30.jpg,NA (prediction),0.99991477,0.0027857371999999996,5.770527e-07,NA28UCDtemporalgyri _4G8/0/12/28.jpg,"[746, 975, 256, 256]",consensus_of_2,0,1,0,0,0,0
324,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_2_30_53.jpg,NA (prediction),0.84654343,0.9616572,4.8050597e-06,8-3_UTSW_temporal_6E10/0/2/30.jpg,"[1255, 204, 256, 256]",consensus_of_2,0,1,0,0,0,0
325,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_13.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[1279 1038  256  256],None (label),0,1,0,0,0,0
326,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_41_15.jpg,NA (prediction),0.9750181,0.14214952,4.334678e-06,NA28UCDtemporalgyri _4G8/0/9/41.jpg,"[30, 1258, 256, 256]",NP2,0,1,0,0,0,0
327,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_19_36.jpg,NA (prediction),0.9576348,0.29173297,1.0754495e-05,NA37UCDtemporalgyri _4G8/0/17/19.jpg,"[1280, 1203, 256, 256]",NP2,0,1,0,0,0,0
328,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_25_38.jpg,NA (prediction),0.030100093999999997,0.9998640999999999,5.5213128e-05,NA23UCDtemporalgyri _4G8/0/10/25.jpg,"[665, 619, 256, 256]",consensus_of_2,0,1,0,0,0,0
329,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_51.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[1280 1150  256  256],None (label),0,1,0,0,0,0
330,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_18_29.jpg,NA (prediction),0.93152636,0.95026535,0.009562234000000001,NA37UCDtemporalgyri _4G8/0/4/18.jpg,"[1280, 423, 256, 256]",consensus_of_2,0,1,0,0,0,0
331,phase1/blobs/cw17-34/cw17-34_3_14_0.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/cw17-34/0/3/14.jpg,[  0  34 256 256],None (label),1,0,0,0,0,0
332,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_17_30_6.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/17/30.jpg,[669  66 256 256],None (label),1,0,0,0,0,0
333,phase1/blobs/cw18-18/cw18-18_7_38_8.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/7/38.jpg,[1280  131  256  256],None (label),0,1,0,0,0,0
334,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_27_14.jpg,NA (prediction),3.1835317e-08,5.6954825e-05,0.67640996,NA23UCDtemporalgyri _4G8/0/4/27.jpg,"[747, 1280, 256, 256]",NP2,0,0,0,1,0,0
335,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_23_31.jpg,NA (prediction),0.1829566,0.63778776,0.00080353447,17-3_UTSW_temporal_6E10/0/15/23.jpg,"[671, 766, 256, 256]",NP2,0,1,0,0,0,0
336,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_11_17_26.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/11/17.jpg,[ 669 1125  256  256],None (label),0,1,0,0,0,0
337,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_30_2.jpg,NA (prediction),0.942794,0.2611987,4.349451e-07,NA15UCDtemporalgyri _4G8/0/14/30.jpg,"[46, 230, 256, 256]",NP2,0,1,0,0,0,0
338,phase1/blobs/cw18-18/cw18-18_10_11_20.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw18-18/0/10/11.jpg,[ 744 1165  256  256],None (label),0,1,0,0,0,0
339,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_15_44.jpg,NA (prediction),0.9492004999999999,0.5700369000000001,9.252155999999999e-07,NA28UCDtemporalgyri _4G8/0/18/15.jpg,"[0, 654, 256, 256]",NP2,0,1,0,0,0,0
340,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_28_48.jpg,NA (prediction),0.24867153,0.99995565,2.5706937999999998e-06,NA37UCDtemporalgyri _4G8/0/11/28.jpg,"[1006, 800, 256, 256]",consensus_of_2,0,1,0,0,0,0
341,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_12_23_11.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/12/23.jpg,[225 490 256 256],None (label),0,1,0,0,0,0
342,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_5_37_4.jpg,NA (prediction),0.2990365,0.9997366,3.0875133e-05,NA28UCDtemporalgyri _4G8/0/5/37.jpg,"[431, 154, 256, 256]",consensus_of_2,0,1,0,0,0,0
343,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_20_33.jpg,NA (prediction),0.9197673000000001,0.99987245,0.00032717138,NA37UCDtemporalgyri _4G8/0/6/20.jpg,"[0, 1045, 256, 256]",consensus_of_2,0,1,0,0,0,0
344,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_7_1_41.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/7/1.jpg,[1195    0  256  256],None (label),1,0,0,0,0,0
345,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_21_27.jpg,NA (prediction),0.9055181999999999,0.38017952,0.99892586,8-3_UTSW_temporal_6E10/0/6/21.jpg,"[84, 1252, 256, 256]",consensus_of_2,0,0,0,0,0,1
346,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_1_30_0.jpg,NA (prediction),4.8895955999999994e-05,2.1034045999999998e-05,0.88364553,NA15UCDtemporalgyri _4G8/0/1/30.jpg,"[778, 385, 256, 256]",NP2,0,0,1,0,0,0
347,cw13-0/cw13-0_11_15_12.jpg,NA (prediction),0.0089211855,0.05548307,0.49774358,cw13-0/0/11/15.jpg,"[681, 193, 256, 256]",consensus_of_2,0,0,0,1,0,0
348,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_13_25_18.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/13/25.jpg,[1003  451  256  256],None (label),0,1,0,0,0,0
349,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_24_25_0.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/24/25.jpg,[257   0 256 256],None (label),1,0,0,0,0,0
350,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_22_9.jpg,NA (prediction),0.94748527,0.24103478,1.8087037e-07,NA37UCDtemporalgyri _4G8/0/11/22.jpg,"[1207, 164, 256, 256]",NP2,0,1,0,0,0,0
351,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_21_19.jpg,NA (prediction),0.91983646,0.99452364,6.233339e-05,NA37UCDtemporalgyri _4G8/0/10/21.jpg,"[38, 637, 256, 256]",consensus_of_2,0,1,0,0,0,0
352,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_19_15_0.jpg,NA (prediction),0.00033942974,0.031675715,0.9028257,8-3_UTSW_temporal_6E10/0/19/15.jpg,"[906, 47, 256, 256]",NP2,0,0,0,0,0,1
353,phase1/blobs/cw18-33/cw18-33_14_32_2.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/14/32.jpg,[691   0 256 256],None (label),0,1,0,0,0,0
354,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_5_18_14.jpg,NP2,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/5/18.jpg,[351 152 256 256],None (label),1,0,0,0,0,0
355,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_20_66.jpg,NA (prediction),0.15206097,0.37270543,7.343482e-07,NA28UCDtemporalgyri _4G8/0/9/20.jpg,"[150, 859, 256, 256]",NP2,0,0,0,1,0,0
356,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_14_12.jpg,NA (prediction),0.94386554,0.16962251,1.4771093e-05,NA28UCDtemporalgyri _4G8/0/17/14.jpg,"[640, 1280, 256, 256]",NP2,0,1,0,0,0,0
357,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_12_51.jpg,NA (prediction),0.9580523000000001,0.9827878000000001,9.915557e-05,NA37UCDtemporalgyri _4G8/0/10/12.jpg,"[536, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
358,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_7_8.jpg,NA (prediction),0.98137707,0.08403957,3.1378826e-09,NA37UCDtemporalgyri _4G8/0/9/7.jpg,"[660, 366, 256, 256]",NP2,0,1,0,0,0,0
359,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_11_9_46.jpg,NP2,0.0,1.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/11/9.jpg,[  21 1280  256  256],None (label),0,1,0,0,0,0
360,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_9_29.jpg,NA (prediction),0.9941551,0.9891511000000001,0.00023373256000000002,NA28UCDtemporalgyri _4G8/0/21/9.jpg,"[322, 738, 256, 256]",consensus_of_2,0,1,0,0,0,0
361,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_8_28.jpg,NA (prediction),0.9041004,0.50379556,6.403469e-08,NA28UCDtemporalgyri _4G8/0/16/8.jpg,"[632, 709, 256, 256]",NP2,0,1,0,0,0,0
