,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
1457,1457,1457,1457,1923,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_1_16_3.jpg,NA (prediction),4.8307397000000015e-06,0.00023101983,0.99896014,NA15UCDtemporalgyri _4G8/0/1/16.jpg,"[355, 347, 256, 256]",UG2,0,0,1,0,0,0
1458,1458,1458,1458,248,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_9_19_13.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/9/19.jpg,[356 468 256 256],None (label),0,1,0,0,0,0
1459,1459,1459,1459,5085,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_17_10_12.jpg,NA (prediction),1.0206082e-05,0.7608355,0.99888915,NA7UCDtemporalgyri _4G8/0/17/10.jpg,"[999, 925, 256, 256]",consensus_of_2,0,0,1,0,0,0
1460,1460,1460,1460,3099,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_28.jpg,NA (prediction),0.9844407,0.03905336,8.853436e-05,NA28UCDtemporalgyri _4G8/0/13/29.jpg,"[1280, 154, 256, 256]",consensus_of_2,0,1,0,0,1,0
1461,1461,1461,1461,4841,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_19_28_5.jpg,NA (prediction),1.0,0.003836819,4.6302424e-09,NA27UCDtemporalgyri _4G8/0/19/28.jpg,"[1232, 1272, 256, 256]",consensus_of_2,1,0,0,0,0,0
1462,1462,1462,1462,4489,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_6_8.jpg,NA (prediction),0.73881286,0.9984303,6.743869000000001e-05,17-3_UTSW_temporal_6E10/0/10/6.jpg,"[889, 95, 256, 256]",consensus_of_2,0,1,0,0,0,0
1463,1463,1463,1463,554,phase1/blobs/cw18-10/cw18-10_16_38_59.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/cw18-10/0/16/38.jpg,[ 825 1280  256  256],None (label),0,1,0,0,0,0
1464,1464,1464,1464,971,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_61.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/11.jpg,[1194  986  256  256],None (label),0,1,0,0,0,0
1465,1465,1465,1465,2547,cw15-29/cw15-29_23_32_13.jpg,NA (prediction),0.06743312,0.010226806,0.7699832,cw15-29/0/23/32.jpg,"[1014, 620, 256, 256]",UG2,0,0,0,1,0,0
1466,1466,1466,1466,301,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_11_21.jpg,NA (prediction),0.9828631,0.99960726,1.03596e-06,17-3_UTSW_temporal_6E10/0/14/11.jpg,"[1249, 398, 256, 256]",UG2,0,1,0,0,0,0
1467,1467,1467,1467,1538,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_9_12_11.jpg,NA (prediction),0.91429555,0.20662118,1.0670661e-05,8-3_UTSW_temporal_6E10/0/9/12.jpg,"[139, 416, 256, 256]",UG2,0,1,0,0,0,0
1468,1468,1468,1468,2522,phase1/blobs/cw17-3/cw17-3_24_27_7.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/24/27.jpg,[1206    0  256  256],None (label),0,0,1,0,1,0
1469,1469,1469,1469,1825,phase1/blobs/cw17-3/cw17-3_2_24_21.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/2/24.jpg,[  93 1152  256  256],None (label),0,1,0,0,0,0
1470,1470,1470,1470,6336,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_20_25_33.jpg,NA (prediction),0.0016662397,0.91701376,0.62410295,NA15UCDtemporalgyri _4G8/0/20/25.jpg,"[985, 1238, 256, 256]",consensus_of_2,0,0,1,0,1,0
1471,1471,1471,1471,2394,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_7_14.jpg,NA (prediction),6.873372e-06,2.6532762e-05,0.9926483,NA28UCDtemporalgyri _4G8/0/18/7.jpg,"[0, 1146, 256, 256]",UG2,0,0,1,0,0,0
1472,1472,1472,1472,5587,cw15-29/cw15-29_3_31_67.jpg,NA (prediction),0.0007502185,0.0002764398,0.99485224,cw15-29/0/3/31.jpg,"[260, 597, 256, 256]",consensus_of_2,0,0,1,0,0,1
1473,1473,1473,1473,6275,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_14_5.jpg,NA (prediction),0.0009042606,0.86724913,0.9688913,NA37UCDtemporalgyri _4G8/0/9/14.jpg,"[0, 820, 256, 256]",consensus_of_2,0,1,0,0,0,0
1474,1474,1474,1474,447,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_4_31_33.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/4/31.jpg,[1101  769  256  256],None (label),0,1,0,0,0,0
1475,1475,1475,1475,3005,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_6_4_8.jpg,NA (prediction),0.3540166,0.9999895,8.392195e-06,17-3_UTSW_temporal_6E10/0/6/4.jpg,"[1280, 307, 256, 256]",consensus_of_2,0,1,0,0,0,0
1476,1476,1476,1476,154,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_5_29_47.jpg,NA (prediction),0.9913589,0.81574374,1.8512035e-06,NA27UCDtemporalgyri _4G8/0/5/29.jpg,"[270, 1223, 256, 256]",UG2,0,1,0,0,0,0
1477,1477,1477,1477,2102,cw15-29/cw15-29_2_6_7.jpg,NA (prediction),0.05864673,0.16006573,0.39129657,cw15-29/0/2/6.jpg,"[436, 7, 256, 256]",UG2,0,0,0,1,0,0
1478,1478,1478,1478,6194,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_13_32_1.jpg,NA (prediction),2.3414589e-06,0.0004051242,0.99997485,NA23UCDtemporalgyri _4G8/0/13/32.jpg,"[849, 0, 256, 256]",consensus_of_2,0,0,1,0,1,0
1479,1479,1479,1479,1718,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_13_4_5.jpg,UG2,1.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/13/4.jpg,[845 101 256 256],None (label),0,1,0,0,0,0
1480,1480,1480,1480,3842,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_8_19_2.jpg,NA (prediction),0.0050797914,0.99639755,0.004043443,40-3_UTSW_temporal_6E10/0/8/19.jpg,"[1159, 44, 256, 256]",consensus_of_2,0,1,0,0,0,0
1481,1481,1481,1481,3652,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_18_27_11.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/18/27.jpg,[1280  192  256  256],None (label),0,1,0,0,0,0
1482,1482,1482,1482,1770,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_15_20.jpg,NA (prediction),0.9865854,0.108326405,1.5838395e-05,NA27UCDtemporalgyri _4G8/0/18/15.jpg,"[1051, 275, 256, 256]",UG2,0,1,0,0,0,0
1483,1483,1483,1483,5941,cw15-12/cw15-12_28_41_6.jpg,NA (prediction),0.01839026,0.35836783,0.2670753,cw15-12/0/28/41.jpg,"[131, 93, 256, 256]",consensus_of_2,0,0,0,1,0,0
1484,1484,1484,1484,461,phase1/blobs/cw18-2/cw18-2_22_24_24.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/cw18-2/0/22/24.jpg,[348 914 256 256],None (label),0,1,0,0,1,0
1485,1485,1485,1485,5168,cw13-0/cw13-0_14_21_36.jpg,NA (prediction),0.0041345824,0.05103565400000002,0.7793154,cw13-0/0/14/21.jpg,"[828, 209, 256, 256]",consensus_of_2,0,0,0,1,0,0
1486,1486,1486,1486,1296,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_9_21_0.jpg,NA (prediction),0.993414,0.12871346,0.00041985096,40-3_UTSW_temporal_6E10/0/9/21.jpg,"[585, 0, 256, 256]",UG2,0,1,0,0,0,0
1487,1487,1487,1487,175,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_7_20_51.jpg,NA (prediction),0.96791124,0.033823054,1.870756e-06,17-3_UTSW_temporal_6E10/0/7/20.jpg,"[0, 1263, 256, 256]",UG2,1,0,0,0,0,0
1488,1488,1488,1488,3775,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_20_33.jpg,NA (prediction),0.7503976,0.9965623,0.0014122422,NA37UCDtemporalgyri _4G8/0/4/20.jpg,"[88, 1058, 256, 256]",consensus_of_2,0,1,0,0,0,0
1489,1489,1489,1489,3668,phase1/blobs/cw17-41/cw17-41_2_26_34.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-41/0/2/26.jpg,[   0 1064  256  256],None (label),0,1,0,0,0,0
1490,1490,1490,1490,750,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_5_19_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/5/19.jpg,[1270  554  256  256],None (label),1,0,0,0,0,0
1491,1491,1491,1491,1175,phase1/blobs/cw17-11/cw17-11_17_32_31.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/17/32.jpg,[1195  683  256  256],None (label),0,0,1,0,1,0
1492,1492,1492,1492,2568,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_9_1_2.jpg,NA (prediction),6.419393e-05,0.0015298963,0.99990356,NA7UCDtemporalgyri _4G8/0/9/1.jpg,"[955, 547, 256, 256]",UG2,0,1,0,0,0,0
1493,1493,1493,1493,376,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_4_14_6.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/4/14.jpg,[651  73 256 256],None (label),0,1,0,0,0,0
1494,1494,1494,1494,410,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_5_30_19.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/5/30.jpg,[1280  653  256  256],None (label),0,1,0,0,0,0
1495,1495,1495,1495,5446,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_21_24.jpg,NA (prediction),0.32350755,0.043130994000000006,0.9996598,8-3_UTSW_temporal_6E10/0/6/21.jpg,"[0, 1106, 256, 256]",consensus_of_2,0,1,0,0,0,0
1496,1496,1496,1496,4762,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_27_22.jpg,NA (prediction),0.022319995,0.9999596,3.0533574e-05,NA23UCDtemporalgyri _4G8/0/8/27.jpg,"[1022, 599, 256, 256]",consensus_of_2,0,1,0,0,0,0
1497,1497,1497,1497,3676,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_25.jpg,NA (prediction),0.41545138,0.99947864,5.836346e-05,NA37UCDtemporalgyri _4G8/0/17/23.jpg,"[1158, 431, 256, 256]",consensus_of_2,0,1,0,0,0,0
1498,1498,1498,1498,5861,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_32_2.jpg,NA (prediction),2.0831249e-05,0.0066859946,0.9434493,NA28UCDtemporalgyri _4G8/0/28/32.jpg,"[29, 477, 256, 256]",consensus_of_2,0,0,0,0,0,1
1499,1499,1499,1499,4228,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_9_4.jpg,NA (prediction),0.50878924,0.9940667,1.7285091e-06,NA37UCDtemporalgyri _4G8/0/15/9.jpg,"[83, 1163, 256, 256]",consensus_of_2,0,1,0,0,0,0
1500,1500,1500,1500,4439,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_7_25.jpg,NA (prediction),0.9998417,0.072727755,7.3146753e-06,NA28UCDtemporalgyri _4G8/0/17/7.jpg,"[566, 772, 256, 256]",consensus_of_2,0,0,1,0,0,0
1501,1501,1501,1501,6357,cw13-0/cw13-0_11_15_27.jpg,NA (prediction),0.013105885,0.00030299740000000003,0.62692595,cw13-0/0/11/15.jpg,"[693, 420, 256, 256]",consensus_of_2,0,0,0,1,0,0
1502,1502,1502,1502,2260,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_19_25_40.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/19/25.jpg,[ 484 1085  256  256],None (label),0,1,0,0,1,0
1503,1503,1503,1503,3790,phase1/blobs/cw17-3/cw17-3_13_23_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/13/23.jpg,[ 786 1189  256  256],None (label),0,0,1,0,0,0
1504,1504,1504,1504,3550,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_13_25_17.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/13/25.jpg,[ 51 451 256 256],None (label),0,1,0,0,0,0
1505,1505,1505,1505,825,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_10_1.jpg,NA (prediction),0.99991107,0.0036008232,2.1021883e-08,17-3_UTSW_temporal_6E10/0/9/10.jpg,"[932, 536, 256, 256]",UG2,1,0,0,0,0,0
1506,1506,1506,1506,4860,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_21_33.jpg,NA (prediction),0.60092705,0.9996896,2.1708864e-05,NA37UCDtemporalgyri _4G8/0/15/21.jpg,"[731, 1048, 256, 256]",consensus_of_2,0,1,0,0,0,0
1507,1507,1507,1507,274,phase1/blobs/cw16-4/cw16-4_15_18_2.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/cw16-4/0/15/18.jpg,[555 198 256 256],None (label),1,0,0,0,0,0
1508,1508,1508,1508,1496,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_9_12_25.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/9/12.jpg,[821 798 256 256],None (label),1,0,0,0,0,0
1509,1509,1509,1509,25,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_9_22.jpg,NA (prediction),0.0025213668,0.9536256,0.0064184563,NA23UCDtemporalgyri _4G8/0/7/9.jpg,"[142, 657, 256, 256]",UG2,0,1,0,0,0,0
1510,1510,1510,1510,1230,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_19_3_5.jpg,NA (prediction),0.9124991,0.36029214,3.970987e-05,17-3_UTSW_temporal_6E10/0/19/3.jpg,"[824, 162, 256, 256]",UG2,1,0,0,0,0,0
1511,1511,1511,1511,5193,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_31.jpg,NA (prediction),0.002485625,0.00030507948,0.99669266,NA28UCDtemporalgyri _4G8/0/17/4.jpg,"[641, 523, 256, 256]",consensus_of_2,0,0,1,0,1,0
1512,1512,1512,1512,5983,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_9_10_1.jpg,NA (prediction),0.0026019635,0.08891046,0.9920631,NA7UCDtemporalgyri _4G8/0/9/10.jpg,"[732, 695, 256, 256]",consensus_of_2,0,0,1,0,0,0
1513,1513,1513,1513,1873,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_12_4.jpg,NA (prediction),0.008081183,0.02652716,0.9930733,NA23UCDtemporalgyri _4G8/0/10/12.jpg,"[144, 172, 256, 256]",UG2,0,0,1,0,0,0
1514,1514,1514,1514,3470,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_13_24.jpg,NA (prediction),0.9951735,0.96664786,1.8892641e-06,17-3_UTSW_temporal_6E10/0/3/13.jpg,"[677, 720, 256, 256]",consensus_of_2,1,0,0,0,0,0
1515,1515,1515,1515,319,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_23_66.jpg,NA (prediction),0.90522754,0.6535901999999999,0.00025948216,NA28UCDtemporalgyri _4G8/0/14/23.jpg,"[972, 849, 256, 256]",UG2,1,0,0,0,0,0
1516,1516,1516,1516,3827,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_5_22_61.jpg,consensus_of_2,0.0,5.0,4.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/5/22.jpg,[498 192 256 256],None (label),0,1,0,0,1,0
1517,1517,1517,1517,2846,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_4_9_31.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/4/9.jpg,[325   0 256 256],None (label),0,1,0,0,0,0
1518,1518,1518,1518,4236,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_26_20.jpg,NA (prediction),0.45076331,0.9976047,0.00016731163,NA28UCDtemporalgyri _4G8/0/10/26.jpg,"[1180, 446, 256, 256]",consensus_of_2,0,1,0,0,0,0
1519,1519,1519,1519,2239,phase1/blobs/cw17-11/cw17-11_22_20_8.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-11/0/22/20.jpg,[  0  40 256 256],None (label),0,1,0,0,0,0
1520,1520,1520,1520,5067,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_18_27_11.jpg,NA (prediction),0.0022817934,0.9820629,0.14780428,NA23UCDtemporalgyri _4G8/0/18/27.jpg,"[808, 148, 256, 256]",consensus_of_2,0,1,0,0,1,0
1521,1521,1521,1521,3987,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_9_29_10.jpg,NA (prediction),0.9999938,0.009056967,3.0352915e-08,NA23UCDtemporalgyri _4G8/0/9/29.jpg,"[1271, 242, 256, 256]",consensus_of_2,1,0,0,0,0,0
1522,1522,1522,1522,6281,cw15-29/cw15-29_4_20_18.jpg,NA (prediction),0.00011762845,7.785633e-05,0.99919075,cw15-29/0/4/20.jpg,"[1099, 687, 256, 256]",consensus_of_2,0,0,0,0,0,1
1523,1523,1523,1523,467,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_2_9_53.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/2/9.jpg,[ 701 1096  256  256],None (label),0,1,0,0,0,0
1524,1524,1524,1524,3901,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_27.jpg,NA (prediction),0.18176411,0.9800024,0.009183318,NA37UCDtemporalgyri _4G8/0/17/23.jpg,"[396, 440, 256, 256]",consensus_of_2,0,1,0,0,0,0
1525,1525,1525,1525,2452,phase1/blobs/cw17-3/cw17-3_11_10_3.jpg,consensus_of_2,0.0,3.0,2.0,phase1/10x_tiles/cw17-3/0/11/10.jpg,[  0 787 256 256],None (label),0,1,0,0,0,0
1526,1526,1526,1526,1508,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_35.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/25.jpg,[ 391 1162  256  256],None (label),1,1,0,0,1,0
1527,1527,1527,1527,5384,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_20_25_20.jpg,NA (prediction),2.0845497e-05,2.9617388e-05,0.99999964,NA15UCDtemporalgyri _4G8/0/20/25.jpg,"[618, 839, 256, 256]",consensus_of_2,0,0,1,0,0,0
1528,1528,1528,1528,2100,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_18_26_5.jpg,NA (prediction),0.0010504223,0.13249303,0.99316895,NA15UCDtemporalgyri _4G8/0/18/26.jpg,"[49, 460, 256, 256]",UG2,0,0,1,0,0,0
1529,1529,1529,1529,3680,phase1/blobs/cw17-11/cw17-11_23_26_22.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw17-11/0/23/26.jpg,[386 404 256 256],None (label),0,1,0,0,0,0
1530,1530,1530,1530,1768,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_27_9.jpg,NA (prediction),0.82788444,0.32963324,0.14395647,NA28UCDtemporalgyri _4G8/0/15/27.jpg,"[408, 205, 256, 256]",UG2,0,1,0,0,0,0
1531,1531,1531,1531,2412,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_7_1_20.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/7/1.jpg,[844 659 256 256],None (label),0,1,0,0,0,0
1532,1532,1532,1532,513,phase1/blobs/cw17-41/cw17-41_9_17_14.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/cw17-41/0/9/17.jpg,[ 30 270 256 256],None (label),0,1,0,0,1,0
1533,1533,1533,1533,3141,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_30_19.jpg,NA (prediction),0.9102705,0.9905827,0.00011885482,NA28UCDtemporalgyri _4G8/0/23/30.jpg,"[904, 248, 256, 256]",consensus_of_2,0,0,0,1,0,0
1534,1534,1534,1534,379,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_20_53.jpg,NA (prediction),0.9895558,0.62391806,3.9581215e-07,NA28UCDtemporalgyri _4G8/0/10/20.jpg,"[632, 713, 256, 256]",UG2,1,0,0,0,0,0
1535,1535,1535,1535,1469,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_12_47.jpg,NA (prediction),0.9309177,0.338194,1.1096405e-05,17-3_UTSW_temporal_6E10/0/10/12.jpg,"[399, 1280, 256, 256]",UG2,0,1,0,0,0,0
1536,1536,1536,1536,1849,cw15-29/cw15-29_15_4_16.jpg,NA (prediction),0.0011085992,0.0040310533,0.39485168,cw15-29/0/15/4.jpg,"[613, 200, 256, 256]",UG2,0,0,0,1,0,0
1537,1537,1537,1537,2046,cw15-12/cw15-12_21_11_7.jpg,NA (prediction),5.9521437e-05,0.00041730542,0.99413526,cw15-12/0/21/11.jpg,"[0, 508, 256, 256]",UG2,0,0,0,0,0,1
1538,1538,1538,1538,921,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_12_9_71.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/12/9.jpg,[1280  157  256  256],None (label),0,1,0,0,0,0
1539,1539,1539,1539,1036,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_17_10.jpg,NA (prediction),0.9918755,0.3694313,0.00011233528,NA28UCDtemporalgyri _4G8/0/25/17.jpg,"[986, 191, 256, 256]",UG2,1,0,0,0,0,0
1540,1540,1540,1540,2661,cw15-12/cw15-12_24_28_1.jpg,NA (prediction),1.5865022e-06,0.011374576,0.9954131,cw15-12/0/24/28.jpg,"[13, 729, 256, 256]",UG2,0,0,0,0,0,1
1541,1541,1541,1541,2325,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_17_1.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/2/17.jpg,[  0 115 256 256],None (label),0,1,0,0,0,0
1542,1542,1542,1542,525,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_13_20_25.jpg,NA (prediction),0.026658352000000003,0.6996111999999999,5.904959e-05,NA15UCDtemporalgyri _4G8/0/13/20.jpg,"[109, 1280, 256, 256]",UG2,0,1,0,0,0,0
1543,1543,1543,1543,2995,phase1/blobs/cw17-34/cw17-34_25_25_0.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/25/25.jpg,[1133    0  256  256],None (label),0,1,0,0,0,0
1544,1544,1544,1544,474,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_11_1_30.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/11/1.jpg,[187 636 256 256],None (label),0,1,0,0,0,0
1545,1545,1545,1545,5715,cw15-29/cw15-29_14_26_13.jpg,NA (prediction),4.922472e-08,0.0016497234,0.9999354,cw15-29/0/14/26.jpg,"[232, 871, 256, 256]",consensus_of_2,0,0,0,0,0,1
1546,1546,1546,1546,3352,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_9_10_5.jpg,NA (prediction),0.9999999,0.0031416216,1.4327681e-10,NA15UCDtemporalgyri _4G8/0/9/10.jpg,"[985, 302, 256, 256]",consensus_of_2,1,0,0,0,0,0
1547,1547,1547,1547,465,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_18_3_5.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/18/3.jpg,[  0  38 256 256],None (label),0,1,0,0,0,0
1548,1548,1548,1548,2737,phase1/blobs/cw17-41/cw17-41_20_32_67.jpg,UG2,0.0,0.0,1.0,phase1/10x_tiles/cw17-41/0/20/32.jpg,[ 826 1054  256  256],None (label),0,1,0,0,0,0
1549,1549,1549,1549,1227,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_2_50.jpg,NA (prediction),0.49148846,0.9956756,0.00020873835,40-3_UTSW_temporal_6E10/0/6/2.jpg,"[1280, 1189, 256, 256]",UG2,0,1,0,0,1,0
1550,1550,1550,1550,3058,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_7_3_17.jpg,UG2,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/7/3.jpg,[1201  919  256  256],None (label),0,1,0,0,0,0
1551,1551,1551,1551,6362,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_28.jpg,NA (prediction),0.71369356,0.9481172,0.34981725,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[882, 393, 256, 256]",consensus_of_2,0,0,1,0,1,0
1552,1552,1552,1552,2075,cw15-29/cw15-29_1_6_42.jpg,NA (prediction),0.0049371184,0.0016899148,0.92492914,cw15-29/0/1/6.jpg,"[667, 1167, 256, 256]",UG2,0,0,1,0,1,0
1553,1553,1553,1553,480,phase1/blobs/cw17-3/cw17-3_2_24_21.jpg,UG2,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/2/24.jpg,[  93 1152  256  256],None (label),0,1,0,0,0,0
1554,1554,1554,1554,4920,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_22_30.jpg,NA (prediction),0.49921992,0.92999655,0.9845175,8-3_UTSW_temporal_6E10/0/7/22.jpg,"[1280, 208, 256, 256]",consensus_of_2,0,0,1,0,1,0
1555,1555,1555,1555,4213,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_19_30.jpg,NA (prediction),0.947409,0.9016268,9.853211e-06,NA28UCDtemporalgyri _4G8/0/8/19.jpg,"[650, 1164, 256, 256]",consensus_of_2,0,1,0,0,0,0
